repository,step,commit,current_phase,main_phase,current_ms,no_sync_ms,main_ms,rg_ms,middle_before_update_mib,middle_entering_merge_mib,middle_after_update_mib,base_after_mib,main_middle_after_mib
vllm,2,da8ec2826898d47bd2fb424bc607052a6dc515c1,incremental,incremental,82.707292,41.135875000000006,72.386917,157.31145899999999,0.14718055725097656,,0.38832664489746094,60.44817352294922,0.38832664489746094
vllm,3,98ed0856f31fa3aaf5e27464e2b4ef5a8ee6b2f5,incremental,incremental,94.939042,74.36733299999999,104.278625,91.650417,0.38832664489746094,,3.780014991760254,60.44817352294922,3.780014991760254
vllm,4,d410fc12f30b4224fca71a2faca75dcd4a5c3557,incremental,incremental,64.091208,46.019709,73.750917,163.539875,3.780014991760254,,3.863191604614258,60.44817352294922,3.863191604614258
vllm,5,d4d703caf908786416585ceb1f369e2e0363358b,incremental,incremental,61.78575,44.641,77.487041,163.297584,3.863191604614258,,4.004608154296875,60.44817352294922,4.004608154296875
vllm,6,b7624069ff023043b39ba4ea67ae5f6045556819,incremental,incremental,63.659375000000004,39.848124999999996,74.06316699999999,158.54162499999998,4.004608154296875,,4.173944473266602,60.44817352294922,4.173944473266602
vllm,7,8bf39632b86df21fa9bfbb470ce8305bf67a5838,incremental,incremental,63.71162499999999,44.507167,75.987834,90.085583,4.173944473266602,,4.345841407775879,60.44817352294922,4.345841407775879
vllm,8,21a22110404d98dcab5f51cd90e9acb0acc15e47,incremental,rebuild,65.593083,43.128959,838.600584,168.45125,4.345841407775879,,4.65947151184082,60.44817352294922,0.0
vllm,9,2db1c4dc31c58bc4fd1f5fc48dbfceebc598e502,middle_merge,incremental,77.103084,51.709875000000004,78.30725,162.51429100000001,4.65947151184082,5.063608169555664,4.984832763671875,60.44817352294922,0.40413665771484375
vllm,10,fc8f10792c59011447b56b41d4c8b1048673e939,incremental,incremental,59.703875,40.640708999999994,74.669792,164.862292,4.984832763671875,,5.064507484436035,60.44817352294922,0.4838113784790039
vllm,11,2a336d8239d00565a99752cfa248f2326e2ac8aa,incremental,incremental,66.36437500000001,44.6085,76.4255,89.11175,5.064507484436035,,5.343047142028809,60.44817352294922,0.7623510360717773
vllm,12,cee0f92c02112ace7120da45896d27e0fe95ea1e,middle_merge,incremental,80.04870799999999,51.485749999999996,74.55375000000001,164.130541,5.343047142028809,5.679184913635254,5.575827598571777,60.44817352294922,1.0984888076782227
vllm,13,e41011129bd54c9e8e12b645ea9b964027d2363f,incremental,incremental,54.065707999999994,43.363333,76.48058300000001,162.805334,5.575827598571777,,5.742002487182617,60.44817352294922,1.2646636962890625
vllm,14,6fdee17f849b1aad5b4d88ff13b475d2e73d8c1a,incremental,incremental,65.674083,41.684792,74.512709,171.50325,5.742002487182617,,5.806365013122559,60.44817352294922,1.329026222229004
vllm,15,c7e6e36fa93a5b8cb95b74fa96e4abdf2f0be51d,middle_merge,incremental,70.196042,45.187666,76.569166,90.88024999999999,5.806365013122559,5.956351280212402,5.923430442810059,60.44817352294922,1.4790124893188477
vllm,16,9509fc8ae61a8eb871a984e759a6d228c930df80,incremental,rebuild,66.19779100000001,45.29833300000001,844.449458,173.093583,5.923430442810059,,6.03425407409668,60.44817352294922,0.0
vllm,17,bc2ee480738d7dcc558262a0c6d81956b515b050,middle_merge,incremental,73.717,52.164583,73.7965,162.737666,6.03425407409668,6.054049491882324,5.9014482498168945,60.44817352294922,0.01979541778564453
vllm,18,579aef4e8dfa2c9d498a702dd04c5ec5db333266,incremental,incremental,62.669375,44.801958000000006,75.83654200000001,164.85120799999999,5.9014482498168945,,6.024531364440918,60.44817352294922,0.14287853240966797
vllm,19,d6bce42983bc0b2095ad6422dbf1399e219ae572,incremental,incremental,65.678291,47.074708,79.143292,89.40287500000001,6.024531364440918,,6.40139102935791,60.44817352294922,0.5197381973266602
vllm,20,560ef78bfe734ea894f8a866e50406574021b9f5,middle_merge,incremental,86.701834,58.027417,80.525833,159.763916,6.40139102935791,7.038336753845215,6.7713422775268555,60.44817352294922,1.1566839218139648
vllm,21,19c018ec05a3be91e2246be6b6f98971e00d6a1c,incremental,incremental,57.596166,43.776875,73.634292,159.441875,6.7713422775268555,,6.883143424987793,60.44817352294922,1.2684850692749023
vllm,22,d9e2b5238d4a42341db3374226890a801357c646,incremental,incremental,67.232083,41.790417000000005,74.968959,167.682875,6.883143424987793,,7.159249305725098,60.44817352294922,1.544590950012207
vllm,23,7dc30f5a663d1d3fcadf73ffd297682b56a69197,middle_merge,incremental,70.956625,44.331709,76.422,89.898667,7.159249305725098,7.228339195251465,7.224826812744141,60.44817352294922,1.6136808395385742
vllm,24,25268f0c9c173aa6557a3eebf7d7a87fa91fec3a,middle_merge,rebuild,80.683583,52.730084000000005,835.292125,165.5205,7.224826812744141,7.81746768951416,7.648941993713379,60.44817352294922,0.0
vllm,25,a26b71d868102dea759d469eaf6f08be0765d831,incremental,incremental,64.682041,47.379333,77.816958,164.210708,7.648941993713379,,8.028973579406738,60.44817352294922,0.3800315856933594
vllm,26,69cf055936066779cbd54c237739e9ac657ed86b,middle_merge,incremental,82.996375,53.220625,71.163667,169.327542,8.028973579406738,8.059426307678223,7.539939880371094,60.44817352294922,0.41048431396484375
vllm,27,8a0a7ee40a5915dd7330c8f6e6c58ca565566471,incremental,incremental,64.464958,45.69666599999999,77.31125,89.206209,7.539939880371094,,7.957590103149414,60.44817352294922,0.8281345367431641
vllm,28,156050598eea0bb1124b9c106b22ba4a8c56f82a,incremental,incremental,62.859208,44.812083,77.363,161.634791,7.957590103149414,,8.055052757263184,60.44817352294922,0.9255971908569336
vllm,29,e35298628fceb490d4ca2a21c0a6e8f63d3c6740,middle_merge,incremental,65.72025,48.817209,75.10304099999999,144.40758300000002,8.055052757263184,8.13736629486084,8.121905326843262,60.44817352294922,1.0079107284545898
vllm,30,78300cdabffbaaffe7625ed34412ec2aec75535c,incremental,incremental,61.387542,38.847417,74.48108400000001,163.7365,8.121905326843262,,8.224283218383789,60.44817352294922,1.1104612350463867
vllm,31,da55494a125979ffc9d4c1f17d593175cb076bf4,middle_merge,incremental,75.609792,49.76266699999999,73.469041,90.81637500000001,8.224283218383789,8.39296817779541,8.343317985534668,60.44817352294922,1.2791461944580078
vllm,32,8a728663c1c3eeace834a95f5654fa653cc1998c,incremental,rebuild,66.713208,43.90175,847.769125,163.637708,8.343317985534668,,8.48831844329834,60.44817352294922,0.0
vllm,33,ae2d1ca96fa2a98f92c775acfe8a154748495a27,middle_merge,incremental,84.98425,62.423041999999995,78.75995800000001,171.671417,8.48831844329834,9.059619903564453,8.798502922058105,60.44817352294922,0.5713014602661133
vllm,34,e862c2f45bc81c72bb84f3807d88d60cfb93d694,incremental,incremental,62.675625,40.635583000000004,76.134125,161.231417,8.798502922058105,,8.88926887512207,60.44817352294922,0.6620674133300781
vllm,35,29af8bd672d5a780abd7399c0cc624078202e89d,incremental,incremental,63.247499999999995,40.305541,72.71075,89.363792,8.88926887512207,,8.92253589630127,60.44817352294922,0.6953344345092773
vllm,36,8f816a3f665489d7f0d222115d4f72ebab01076b,middle_merge,incremental,74.37412499999999,52.682166,76.914208,170.37133300000002,8.92253589630127,9.125944137573242,9.120394706726074,60.44817352294922,0.89874267578125
vllm,37,a5c9179e731e8d2ec7e03485a3ab0754a5a27182,middle_merge,incremental,71.038375,50.205792,75.763125,158.381667,9.120394706726074,9.288701057434082,9.228693962097168,60.44817352294922,1.0670490264892578
vllm,38,a8693df504404ea0288e480165143d8a216f4220,incremental,incremental,61.102917,40.631375,72.798292,173.56870899999998,9.228693962097168,,9.244684219360352,60.44817352294922,1.0830392837524414
vllm,39,605ca45b917ac0614958c63851c31a3f1c82e20d,middle_merge,incremental,69.76425,43.833792,75.016291,88.22345800000001,9.244684219360352,9.27479076385498,9.270793914794922,60.44817352294922,1.1131458282470703
vllm,40,9cd956c7e6cf54efa366b803cafa15ec6c2df827,middle_merge,rebuild,76.573792,45.995208000000005,846.8372079999999,153.117666,9.270793914794922,9.305520057678223,9.300698280334473,60.44817352294922,0.0
vllm,41,fd4a1512628ad17944095263c1fe89598710a3ce,middle_merge,incremental,66.895916,57.301166,74.19379199999999,162.205625,9.300698280334473,9.435282707214355,9.4213285446167,60.44817352294922,0.1345844268798828
vllm,42,3ff4f02dfe69abc1a0375d1ea8d8d5cb25609fcc,middle_merge,incremental,74.78975,41.231917,75.198375,162.32475,9.4213285446167,9.491548538208008,9.464670181274414,60.44817352294922,0.2048044204711914
vllm,43,c615b1fd67f5b149c75aea592de8e563cb0c2da9,middle_merge,incremental,88.781333,65.729667,77.43333299999999,89.117333,9.464670181274414,9.992981910705566,9.458338737487793,60.44817352294922,0.7331161499023438
vllm,44,8b6de0eb9a09ef53f20cf06bd4d17ee264b9c2a7,incremental,incremental,66.764333,44.428125,74.011,168.215541,9.458338737487793,,9.624597549438477,60.44817352294922,0.8993749618530273
vllm,45,8340fe1bb99c187ebec08ad03bbe0d06b45d1d40,incremental,incremental,59.319333,45.507666,72.99591699999999,162.155791,9.624597549438477,,9.729837417602539,60.44817352294922,1.0046148300170898
vllm,46,31a8a266622781917cef482d01db415cfa3cbd92,middle_merge,incremental,74.11166700000001,44.648791,76.94825,165.877166,9.729837417602539,9.93274974822998,9.87952995300293,60.44817352294922,1.2075271606445312
vllm,47,07ee97e0230e0ff8759cdc95a1bb09ba2e462720,incremental,incremental,61.9085,46.890792,74.879416,89.888791,9.87952995300293,,9.90495491027832,60.44817352294922,1.2329521179199219
vllm,48,a69e75b9b6d6a26d90b6790e2eb75b3419a47c16,middle_merge,rebuild,101.17750000000001,73.485209,850.181584,156.259875,9.90495491027832,10.30530834197998,9.742676734924316,60.44817352294922,0.0
vllm,49,a85d0738da311ce4ad5814787e61a12826e232df,incremental,incremental,55.776292,43.244125000000004,74.831542,162.26666600000001,9.742676734924316,,9.80893325805664,60.44817352294922,0.06625652313232422
vllm,50,f19431e5c8634cd0d1641d3f7f4a01043f0eddab,incremental,incremental,58.408333,37.219542000000004,71.96175000000001,165.4485,9.80893325805664,,9.879408836364746,60.44817352294922,0.1367321014404297
vllm,51,5e729d84eb4c91411172f2245c37cf05579ea5b9,middle_merge,incremental,74.72687499999999,48.856667,73.97625,89.352667,9.879408836364746,9.990971565246582,9.977044105529785,60.44817352294922,0.24829483032226562
vllm,52,131e0285f60faad78a13ae79573b7b38ddb52a85,incremental,incremental,58.113042,45.185333,74.242,155.55095799999998,9.977044105529785,,9.997101783752441,60.44817352294922,0.2683525085449219
vllm,53,6a039f465e3770192085e551f642c7a218797d2d,middle_merge,incremental,68.881084,47.037333000000004,77.1705,169.935,9.997101783752441,10.201342582702637,10.155965805053711,60.44817352294922,0.4725933074951172
vllm,54,99a1ab8e4c9fa21cafdd460ac826a445052ac1eb,incremental,incremental,62.666042000000004,40.583458,74.02537500000001,164.355292,10.155965805053711,,10.213433265686035,60.44817352294922,0.5300607681274414
vllm,55,8ad2076c4a0e2a7e5ccf5b11455f737430ad12db,middle_merge,incremental,76.96608400000001,49.751208999999996,78.771083,90.97375000000001,10.213433265686035,10.70011043548584,10.696651458740234,60.44817352294922,1.016737937927246
vllm,56,761c5861e34edb52c290e3171feb3763732ba8ca,middle_merge,rebuild,73.603375,48.34354200000001,862.582542,167.50537500000002,10.696651458740234,10.869996070861816,10.85771369934082,60.44817352294922,0.0
vllm,57,1ff5edb02327583cd9c88f6bda3c485dbd504938,middle_merge,incremental,73.779334,55.463083000000005,70.907084,166.370334,10.85771369934082,10.881488800048828,10.73979377746582,60.44817352294922,0.023775100708007812
vllm,58,8cd95f7de70df6ff15002168a048891c708428fd,incremental,incremental,65.142417,41.641541999999994,74.521,163.493708,10.73979377746582,,10.990941047668457,60.44817352294922,0.27492237091064453
vllm,59,701a7444909d1ef1521f71abca56ed3448cc89fb,middle_merge,incremental,70.158334,42.817291,73.664042,88.43179099999999,10.990941047668457,11.008024215698242,11.006331443786621,60.44817352294922,0.2920055389404297
vllm,60,a11dfcff8921247c119b9356ae1c4bbd3a7f7f57,middle_merge,incremental,73.9305,47.348875,71.69191699999999,163.62379199999998,11.006331443786621,11.030088424682617,11.026963233947754,60.44817352294922,0.3157625198364258
vllm,61,5690b02c03832a4ac3af231d3ecebe649c188095,middle_merge,incremental,85.749916,63.327833,77.07891599999999,160.861,11.026963233947754,11.81314754486084,11.572559356689453,60.44817352294922,1.1019468307495117
vllm,62,25240513856e9aca9b07e9381f2a4513b6954bd8,incremental,incremental,62.94037500000001,38.597041999999995,74.073667,169.73445800000002,11.572559356689453,,11.599282264709473,60.44817352294922,1.1286697387695312
vllm,63,3284af6bf1be8429c332bd5fafba579c2d7557da,middle_merge,incremental,72.599542,47.618624999999994,75.665042,89.861375,11.599282264709473,11.741312980651855,11.736763954162598,60.44817352294922,1.270700454711914
vllm,64,c81ace18596f75660bbc04efc2075a5f17a76791,middle_merge,rebuild,80.53125,45.225792,872.193416,161.60708300000002,11.736763954162598,11.774848937988281,11.753966331481934,60.44817352294922,0.0
vllm,65,5093e4844a75f279d1921d7e34ccd23d68529f27,incremental,incremental,54.165375000000004,45.441,75.289167,168.338667,11.753966331481934,,11.818741798400879,60.44817352294922,0.06477546691894531
vllm,66,784cac7c424db2f2fdc879b672abad7e231f5698,middle_merge,incremental,73.597583,43.490125,76.189042,161.187584,11.818741798400879,12.186724662780762,12.16917896270752,60.44817352294922,0.4327583312988281
vllm,67,3f41d102c5b8636f7206a5fd5949dd8ae0b30a0d,middle_merge,incremental,86.000375,59.483334,79.96495900000001,91.662958,12.16917896270752,12.869802474975586,12.682473182678223,60.44817352294922,1.1296281814575195
vllm,68,8f269a93bbcca6e2737616d76365a5ac771c4d27,incremental,incremental,61.831458,45.566666,75.118875,159.999292,12.682473182678223,,12.973071098327637,60.44817352294922,1.4202260971069336
vllm,69,685074cd61d6b8432575d11b38341559992cf9dd,middle_merge,incremental,71.44279200000001,49.703625,74.868917,169.388333,12.973071098327637,13.301624298095703,13.254877090454102,60.44817352294922,1.748779296875
vllm,70,eb74fbb3e7f0a917e93fff90ef68da23dbd2b34b,middle_merge,incremental,102.259625,73.25058299999999,78.024833,160.75324999999998,13.254877090454102,13.604315757751465,12.773770332336426,60.44817352294922,2.0982179641723633
vllm,71,874df9373dab532543a0229fb2f144f7c14093ae,incremental,incremental,65.516709,43.140499999999996,77.055916,91.01070899999999,12.773770332336426,,12.847464561462402,60.44817352294922,2.17191219329834
vllm,72,8277c42e4c74c5dd604f29b6d938a3456658f247,incremental,rebuild,84.271417,57.941458000000004,856.2146670000001,172.042833,12.847464561462402,,14.137840270996094,60.44817352294922,0.0
vllm,73,6cbb3c154ef1449d2b3c9131a237f36faa695734,middle_merge,incremental,67.17725,45.440124999999995,73.954041,157.571,14.137840270996094,14.23983097076416,14.215601921081543,60.44817352294922,0.1019906997680664
vllm,74,385ba6b5b003238e559d9c1f18e0f1984320ee61,middle_merge,incremental,82.519333,46.554083000000006,76.901959,157.09258300000002,14.215601921081543,14.631819725036621,14.590635299682617,60.44817352294922,0.5182085037231445
vllm,75,16328c7a775ff20d17d9750096a094e8cf2b45f2,middle_merge,incremental,102.335958,79.284958,73.82525,90.233959,14.590635299682617,15.017794609069824,14.17363166809082,60.44817352294922,0.9453678131103516
vllm,76,a7f9be9612861d6425738dd0ba1c7fd5805e6c95,incremental,incremental,64.567083,48.256625,75.582291,182.897708,14.17363166809082,,14.337417602539062,60.44817352294922,1.1091537475585938
vllm,77,ea5f41edd7f157a7c24bc86b59d8ae3b55b6dcf5,incremental,incremental,59.419624999999996,45.56933299999999,73.4805,168.847209,14.337417602539062,,14.415081977844238,60.44817352294922,1.1868181228637695
vllm,78,d4ef5e53fcfd5ffa47f213121c7f181468120d8b,middle_merge,incremental,76.399917,43.589375,75.17649999999999,159.43175000000002,14.415081977844238,14.526129722595215,14.403338432312012,60.44817352294922,1.297865867614746
vllm,79,d87a440f88e28e5b37f9b1e22ce214d0426d5352,base_merge,incremental,903.67575,870.4692080000001,81.092167,89.286958,14.403338432312012,15.271049499511719,0.0,61.324767112731934,2.1756839752197266
vllm,80,4ee2595512c830b2a0566bbaa9815cf617694171,incremental,rebuild,64.954292,41.753583,860.641542,165.667959,0.0,,0.021798133850097656,61.324767112731934,0.0
vllm,81,e962733e08d10f7ca65dac4df99e116460b8b174,incremental,incremental,58.577834,45.827959,76.611083,163.82637499999998,0.021798133850097656,,0.24550533294677734,61.324767112731934,0.2237071990966797
vllm,82,8369affa5428ca29a30f378d660fbffbad12e240,incremental,incremental,62.605791999999994,38.5665,73.702708,170.84929200000002,0.24550533294677734,,0.3582010269165039,61.324767112731934,0.33640289306640625
vllm,83,32601ef7a1ce8aaa6d777778435ec499248906fb,incremental,incremental,63.469167000000006,43.619833,74.614666,87.16012500000001,0.3582010269165039,,0.45627403259277344,61.324767112731934,0.4344758987426758
vllm,84,e473e9036f979d546830aece9855027049faf0ba,incremental,incremental,65.45325000000001,41.963291,73.00075,166.679333,0.45627403259277344,,0.6914768218994141,61.324767112731934,0.6696786880493164
vllm,85,2902ca17e335457a0fa214638936d154907a2e18,incremental,incremental,59.920916999999996,45.4465,74.916625,176.044417,0.6914768218994141,,0.8691873550415039,61.324767112731934,0.8473892211914062
vllm,86,7fbd44cbe0a90b9c8fd3a94a0f0401ac4b1bc719,incremental,incremental,65.55975,37.323375,73.406875,166.486875,0.8691873550415039,,0.9495658874511719,61.324767112731934,0.9277677536010742
vllm,87,bc96d76aa9946f3af81fabe508ae396088974b98,incremental,incremental,64.57004099999999,44.013083,75.41875,89.790958,0.9495658874511719,,0.9854297637939453,61.324767112731934,0.9636316299438477
vllm,88,28e605fb330093fee5a2b98aebc19d9c268c1822,middle_merge,rebuild,75.541542,45.572250000000004,846.646416,148.3235,0.9854297637939453,1.1128005981445312,1.1049022674560547,61.324767112731934,0.0
vllm,89,52bc900d930c279743ef62a27b65c6ff42f1453a,incremental,incremental,59.680875,44.025833,75.55145900000001,180.701583,1.1049022674560547,,1.2126264572143555,61.324767112731934,0.10772418975830078
vllm,90,7985444339e2ad7e249b88a50081e16e34637dfd,middle_merge,incremental,72.743375,41.545959,74.820541,165.746084,1.2126264572143555,1.2807607650756836,1.2323484420776367,61.324767112731934,0.1758584976196289
vllm,91,f4eccdadefc6501fafeb1a0bf7f171ff24f984b0,incremental,incremental,64.501083,44.005416,75.93650000000001,90.32662499999999,1.2323484420776367,,1.368133544921875,61.324767112731934,0.3116436004638672
vllm,92,039ea82660621a9668c7d7e81c7144b6f2f75011,incremental,incremental,67.456458,48.850625,76.018917,164.556958,1.368133544921875,,1.7937345504760742,61.324767112731934,0.7372446060180664
vllm,93,1c344ed41e1e3bd44d5836fbcf5ddceb56ef5ab9,middle_merge,incremental,69.2895,49.413540999999995,74.561125,159.742917,1.7937345504760742,2.187258720397949,2.1029205322265625,61.324767112731934,1.1307687759399414
vllm,94,f2e2936f91a794513af74d009286c69e3fb2592b,incremental,incremental,59.260625,39.3825,73.09083399999999,164.94220900000002,2.1029205322265625,,2.1054039001464844,61.324767112731934,1.1332521438598633
vllm,95,1970f3ed4be7fa8620e4ddc4a12c36a8384cfc27,incremental,incremental,61.443541999999994,44.678709,71.93208399999999,90.526458,2.1054039001464844,,2.172811508178711,61.324767112731934,1.2006597518920898
vllm,96,144e79c8106da23141ac010394b782f730cc7fe8,middle_merge,rebuild,82.523042,53.066167,854.474834,166.46112499999998,2.172811508178711,2.863801956176758,2.777637481689453,61.324767112731934,0.0
vllm,97,a1541f5742a29864a80087af313ad460066a1524,incremental,incremental,56.313458,43.186541000000005,73.43554099999999,169.588083,2.777637481689453,,2.824068069458008,61.324767112731934,0.04643058776855469
vllm,98,9afb878a55eb08fd064dfaab56afd8447e97101e,middle_merge,incremental,71.075959,37.825375,75.4885,164.764042,2.824068069458008,2.8741226196289062,2.868988037109375,61.324767112731934,0.09648513793945312
vllm,99,dd0760165c17fdf750b1aa8e2a26ac885eafd598,middle_merge,incremental,75.166,46.820083,72.17141600000001,90.750125,2.868988037109375,2.9536619186401367,2.90139102935791,61.324767112731934,0.18115901947021484
vllm,100,569adb5a9780f9c02d22a6b29826acf711512356,incremental,incremental,69.2205,46.812792,77.40654099999999,165.4075,2.90139102935791,,3.3784351348876953,61.324767112731934,0.658203125
