repository,sequence,step,commit,version,phase,wall_ms,base_bytes,incremental_bytes,segments,rg_wall_ms
viberwhisper,updates,71,a6957c2b468a64428cfe9fe0ef5d0f11a83dc9f1,current,incremental,12.125084,73872,7063973,71,6.028333
viberwhisper,updates,72,b2aa6bb5747afab99bda5685d036d7c130391fb2,main,incremental,9.932333999999999,1034858,1085686,8,6.435041
viberwhisper,updates,72,b2aa6bb5747afab99bda5685d036d7c130391fb2,direct,merge,16.724916,1193053,0,1,6.435041
viberwhisper,updates,72,b2aa6bb5747afab99bda5685d036d7c130391fb2,current,incremental,13.627375,73872,7267317,72,6.435041
viberwhisper,updates,73,5d7d70b0fef11cc1cc6f1d18b400508af48372f0,direct,merge,16.327875,1194010,0,1,6.60525
viberwhisper,updates,73,5d7d70b0fef11cc1cc6f1d18b400508af48372f0,current,incremental,13.57575,73872,7435445,73,6.60525
viberwhisper,updates,73,5d7d70b0fef11cc1cc6f1d18b400508af48372f0,main,rebuild,18.939042,1109230,0,1,6.60525
viberwhisper,updates,74,50bdb4085e1e843a4c44f3654d3bf1f6a652442e,current,incremental,12.290041,73872,7610240,74,6.240291999999999
viberwhisper,updates,74,50bdb4085e1e843a4c44f3654d3bf1f6a652442e,main,incremental,9.944292,1109230,170664,2,6.240291999999999
viberwhisper,updates,74,50bdb4085e1e843a4c44f3654d3bf1f6a652442e,direct,merge,16.369374999999998,1220418,0,1,6.240291999999999
viberwhisper,updates,75,650ab9c64e587f6d102904305a3c18fda7138917,main,incremental,9.421166999999999,1109230,344899,3,7.163625
viberwhisper,updates,75,650ab9c64e587f6d102904305a3c18fda7138917,direct,merge,16.600916,1231929,0,1,7.163625
viberwhisper,updates,75,650ab9c64e587f6d102904305a3c18fda7138917,current,incremental,13.443667,73872,7792492,75,7.163625
viberwhisper,updates,76,4cf7e0b3725e28a017b9a52f8e71fc8be1fb631f,main,incremental,10.38575,1109230,624136,4,7.698625
viberwhisper,updates,76,4cf7e0b3725e28a017b9a52f8e71fc8be1fb631f,direct,merge,18.290083,1254440,0,1,7.698625
viberwhisper,updates,76,4cf7e0b3725e28a017b9a52f8e71fc8be1fb631f,current,incremental,14.503208,73872,8069296,76,7.698625
viberwhisper,updates,77,9714dda3f044e460784644b84853fec371e44632,direct,merge,16.084583,1278475,0,1,6.796
viberwhisper,updates,77,9714dda3f044e460784644b84853fec371e44632,current,incremental,13.634375,73872,8223638,77,6.796
viberwhisper,updates,77,9714dda3f044e460784644b84853fec371e44632,main,incremental,9.929125,1109230,783950,5,6.796
viberwhisper,updates,78,a8795abdb1dbc28238143f5e3eae9137c86925e3,current,rebuild,22.889583000000002,1353126,0,1,6.991958
viberwhisper,updates,78,a8795abdb1dbc28238143f5e3eae9137c86925e3,main,incremental,12.168833000000001,1109230,1185341,6,6.991958
viberwhisper,updates,78,a8795abdb1dbc28238143f5e3eae9137c86925e3,direct,merge,20.153707999999998,1486068,0,1,6.991958
viberwhisper,updates,79,c139d1b72e2d95045ca62dd1b697137b602e6e13,main,incremental,11.507583,1109230,1546384,7,6.3093330000000005
viberwhisper,updates,79,c139d1b72e2d95045ca62dd1b697137b602e6e13,direct,merge,19.844875000000002,1538447,0,1,6.3093330000000005
viberwhisper,updates,79,c139d1b72e2d95045ca62dd1b697137b602e6e13,current,incremental,10.482083,1353126,328252,2,6.3093330000000005
viberwhisper,updates,80,d723bb05825613cd3bb825fea0eca8309925ca1a,main,incremental,12.542,1109230,2048029,8,7.993834
viberwhisper,updates,80,d723bb05825613cd3bb825fea0eca8309925ca1a,direct,merge,22.156,1603532,0,1,7.993834
viberwhisper,updates,80,d723bb05825613cd3bb825fea0eca8309925ca1a,current,incremental,12.178166000000001,1353126,795664,3,7.993834
viberwhisper,updates,81,fc5d74271283608392878caf8f0d256451681544,direct,merge,21.432,1671393,0,1,6.928959
viberwhisper,updates,81,fc5d74271283608392878caf8f0d256451681544,current,incremental,12.017458,1353126,1242112,4,6.928959
viberwhisper,updates,81,fc5d74271283608392878caf8f0d256451681544,main,rebuild,22.746583,1526994,0,1,6.928959
viberwhisper,updates,82,25aa9fd3d5eec3165fe03c552c6daef1d71270b5,current,incremental,10.033375000000001,1353126,1572898,5,8.32925
viberwhisper,updates,82,25aa9fd3d5eec3165fe03c552c6daef1d71270b5,main,incremental,11.134375,1526994,330786,2,8.32925
viberwhisper,updates,82,25aa9fd3d5eec3165fe03c552c6daef1d71270b5,direct,merge,20.746292,1721595,0,1,8.32925
viberwhisper,updates,83,924ca3ba54e2832cb752fb03311f97425428f15e,main,incremental,10.374709,1526994,624125,3,7.930417
viberwhisper,updates,83,924ca3ba54e2832cb752fb03311f97425428f15e,direct,merge,20.094375,1753494,0,1,7.930417
viberwhisper,updates,83,924ca3ba54e2832cb752fb03311f97425428f15e,current,incremental,10.354208,1353126,1874193,6,7.930417
viberwhisper,updates,84,a4a44916007f80106e15c34021d4b4a15904239f,main,incremental,11.220208000000001,1526994,1028120,4,8.335375
viberwhisper,updates,84,a4a44916007f80106e15c34021d4b4a15904239f,direct,merge,22.274459,1817139,0,1,8.335375
viberwhisper,updates,84,a4a44916007f80106e15c34021d4b4a15904239f,current,incremental,11.067666000000001,1353126,2278188,7,8.335375
viberwhisper,updates,85,2c685d9d3ba933fa5e7e99e24ebd12155bc84f23,direct,merge,24.822375,2012933,0,1,8.431292
viberwhisper,updates,85,2c685d9d3ba933fa5e7e99e24ebd12155bc84f23,current,incremental,13.967417,1353126,2936415,8,8.431292
viberwhisper,updates,85,2c685d9d3ba933fa5e7e99e24ebd12155bc84f23,main,incremental,14.385250000000001,1526994,1686347,5,8.431292
viberwhisper,updates,86,426f7f7f387a03f415e753c4575e976580f0c65b,current,incremental,10.284583999999999,1353126,3179026,9,7.35675
viberwhisper,updates,86,426f7f7f387a03f415e753c4575e976580f0c65b,main,incremental,11.648417,1526994,1928958,6,7.35675
viberwhisper,updates,86,426f7f7f387a03f415e753c4575e976580f0c65b,direct,merge,22.058500000000002,2036040,0,1,7.35675
viberwhisper,updates,87,2fee0a2218e285a4c18a5b3503ea2849a05d2ea9,main,incremental,10.946375,1526994,2203245,7,8.045625000000001
viberwhisper,updates,87,2fee0a2218e285a4c18a5b3503ea2849a05d2ea9,direct,merge,22.731250000000003,2067947,0,1,8.045625000000001
viberwhisper,updates,87,2fee0a2218e285a4c18a5b3503ea2849a05d2ea9,current,incremental,10.798625,1353126,3453313,10,8.045625000000001
viberwhisper,updates,88,2afe57be7d9a6b88128a3f108339e75afc52c99e,main,incremental,10.40925,1526994,2294307,8,7.3149169999999994
viberwhisper,updates,88,2afe57be7d9a6b88128a3f108339e75afc52c99e,direct,merge,21.237,2068908,0,1,7.3149169999999994
viberwhisper,updates,88,2afe57be7d9a6b88128a3f108339e75afc52c99e,current,incremental,9.310417,1353126,3544375,11,7.3149169999999994
viberwhisper,updates,89,a1f40ed5be5746284a79cdfd785cdc6ce7cb88f4,direct,merge,19.904208,2069003,0,1,7.501167000000001
viberwhisper,updates,89,a1f40ed5be5746284a79cdfd785cdc6ce7cb88f4,current,incremental,9.527041,1353126,3582107,12,7.501167000000001
viberwhisper,updates,89,a1f40ed5be5746284a79cdfd785cdc6ce7cb88f4,main,rebuild,26.320041999999997,1895569,0,1,7.501167000000001
viberwhisper,updates,90,c829976a2d0c8dac44309f13deaedd5c46323f05,current,incremental,9.097790999999999,1353126,3658558,13,8.366416999999998
viberwhisper,updates,90,c829976a2d0c8dac44309f13deaedd5c46323f05,main,incremental,9.826292,1895569,76451,2,8.366416999999998
viberwhisper,updates,90,c829976a2d0c8dac44309f13deaedd5c46323f05,direct,merge,21.176833,2079025,0,1,8.366416999999998
viberwhisper,updates,91,f01e3331ee68a3848f8be454476c0cad579a4489,main,incremental,10.129208,1895569,234367,3,8.513959
viberwhisper,updates,91,f01e3331ee68a3848f8be454476c0cad579a4489,direct,merge,22.139458,2102624,0,1,8.513959
viberwhisper,updates,91,f01e3331ee68a3848f8be454476c0cad579a4489,current,incremental,9.794708,1353126,3815356,14,8.513959
viberwhisper,updates,92,e10a53e0e3151392767d7e3a01e3a64906fd246f,main,incremental,10.113333,1895569,366894,4,7.500584
viberwhisper,updates,92,e10a53e0e3151392767d7e3a01e3a64906fd246f,direct,merge,22.152874999999998,2115890,0,1,7.500584
viberwhisper,updates,92,e10a53e0e3151392767d7e3a01e3a64906fd246f,current,incremental,10.194999999999999,1353126,3947883,15,7.500584
viberwhisper,updates,93,cc620e97c0e0852830d4346ac4efc1ce1dcf5910,direct,merge,21.329084,2131728,0,1,8.457332999999998
viberwhisper,updates,93,cc620e97c0e0852830d4346ac4efc1ce1dcf5910,current,incremental,10.204167,1353126,4091492,16,8.457332999999998
viberwhisper,updates,93,cc620e97c0e0852830d4346ac4efc1ce1dcf5910,main,incremental,10.891667,1895569,510503,5,8.457332999999998
viberwhisper,updates,94,04903ca04146d6f512fd9720f14b7b206c8ae793,current,incremental,10.827665999999999,1353126,4454232,17,7.531625
viberwhisper,updates,94,04903ca04146d6f512fd9720f14b7b206c8ae793,main,incremental,11.821750000000002,1895569,873374,6,7.531625
viberwhisper,updates,94,04903ca04146d6f512fd9720f14b7b206c8ae793,direct,merge,24.465792,2159372,0,1,7.531625
viberwhisper,updates,95,976e1f16c761d5975abd1faf95d5a03996794768,main,incremental,10.552666,1895569,1028639,7,7.133792
viberwhisper,updates,95,976e1f16c761d5975abd1faf95d5a03996794768,direct,merge,22.349875,2169857,0,1,7.133792
viberwhisper,updates,95,976e1f16c761d5975abd1faf95d5a03996794768,current,incremental,10.6575,1353126,4609240,18,7.133792
viberwhisper,updates,96,2c9f50091b26d41f9abf827ac9fe76a4aaaefc4d,main,incremental,14.837833,1895569,1631465,8,7.741459
viberwhisper,updates,96,2c9f50091b26d41f9abf827ac9fe76a4aaaefc4d,direct,merge,27.113959,2241028,0,1,7.741459
viberwhisper,updates,96,2c9f50091b26d41f9abf827ac9fe76a4aaaefc4d,current,incremental,14.248624999999999,1353126,5212066,19,7.741459
viberwhisper,updates,97,720255e31d06533caf1c279a9b1d1109f80b18ab,direct,merge,23.360708000000002,2248701,0,1,7.942334000000001
viberwhisper,updates,97,720255e31d06533caf1c279a9b1d1109f80b18ab,current,incremental,11.289957999999999,1353126,5355388,20,7.942334000000001
viberwhisper,updates,97,720255e31d06533caf1c279a9b1d1109f80b18ab,main,rebuild,30.574541,2083991,0,1,7.942334000000001
viberwhisper,updates,98,c267b88deeedebd52ba9e543a83918305011263f,current,incremental,13.571375,1353126,5877496,21,7.600583
viberwhisper,updates,98,c267b88deeedebd52ba9e543a83918305011263f,main,incremental,14.508666999999999,2083991,521756,2,7.600583
viberwhisper,updates,98,c267b88deeedebd52ba9e543a83918305011263f,direct,merge,27.347958,2259501,0,1,7.600583
viberwhisper,updates,99,65186fe565fcc21af180634a6b0684e2e18ed192,main,incremental,12.157958,2083991,1011281,3,8.909792
viberwhisper,updates,99,65186fe565fcc21af180634a6b0684e2e18ed192,direct,merge,26.295875,2057155,0,1,8.909792
viberwhisper,updates,99,65186fe565fcc21af180634a6b0684e2e18ed192,current,incremental,12.957041,1353126,6366675,22,8.909792
viberwhisper,updates,100,ab1f117d922fe06da6fc2f1f72605ba227ba4233,main,incremental,9.367708,2083991,1042182,4,8.785917000000001
viberwhisper,updates,100,ab1f117d922fe06da6fc2f1f72605ba227ba4233,direct,merge,20.416875,2057887,0,1,8.785917000000001
viberwhisper,updates,100,ab1f117d922fe06da6fc2f1f72605ba227ba4233,current,incremental,9.768374999999999,1353126,6397576,23,8.785917000000001
viberwhisper,rollbacks,99,65186fe565fcc21af180634a6b0684e2e18ed192,main,metadata,7.865875,2083991,1011281,3,8.422625
viberwhisper,rollbacks,99,65186fe565fcc21af180634a6b0684e2e18ed192,direct,merge,20.6375,2057155,0,1,8.422625
viberwhisper,rollbacks,99,65186fe565fcc21af180634a6b0684e2e18ed192,current,incremental,10.104292000000001,1353126,6426772,24,8.422625
viberwhisper,rollbacks,50,56db8d28b68cc2c12237e0c97c45bd9fa2ee524e,direct,merge,22.311833,933955,0,1,6.4727500000000004
viberwhisper,rollbacks,50,56db8d28b68cc2c12237e0c97c45bd9fa2ee524e,current,incremental,15.260459,1353126,7280929,25,6.4727500000000004
viberwhisper,rollbacks,50,56db8d28b68cc2c12237e0c97c45bd9fa2ee524e,main,metadata,7.66525,858641,147684,2,6.4727500000000004
viberwhisper,rollbacks,0,30460fe0b07f7cb6f18b19ee2b18d2b0dde7cdb6,current,incremental,8.784375,1353126,7370351,26,5.813292000000001
viberwhisper,rollbacks,0,30460fe0b07f7cb6f18b19ee2b18d2b0dde7cdb6,main,metadata,9.9635,73872,0,1,5.813292000000001
viberwhisper,rollbacks,0,30460fe0b07f7cb6f18b19ee2b18d2b0dde7cdb6,direct,merge,7.195791,89422,0,1,5.813292000000001
viberwhisper,rollbacks,100,ab1f117d922fe06da6fc2f1f72605ba227ba4233,main,metadata,8.064625000000001,2083991,1042182,4,8.395625
viberwhisper,rollbacks,100,ab1f117d922fe06da6fc2f1f72605ba227ba4233,direct,merge,26.490875,2161746,0,1,8.395625
viberwhisper,rollbacks,100,ab1f117d922fe06da6fc2f1f72605ba227ba4233,current,rebuild,36.823542,1874519,0,1,8.395625
agentflow,updates,1,9cca7f6765530826d562da26ff4674b1d6f7baf6,direct,merge,14.255583,908452,0,1,5.791542000000001
agentflow,updates,1,9cca7f6765530826d562da26ff4674b1d6f7baf6,current,incremental,8.8575,857789,350043,2,5.791542000000001
agentflow,updates,1,9cca7f6765530826d562da26ff4674b1d6f7baf6,main,incremental,9.783083999999999,857789,350043,2,5.791542000000001
agentflow,updates,2,5b5b0b114b801c0088ee68f2abe2e69847f6ba1e,current,incremental,9.198209,857789,785391,3,7.046209
agentflow,updates,2,5b5b0b114b801c0088ee68f2abe2e69847f6ba1e,main,incremental,9.946750000000002,857789,785391,3,7.046209
agentflow,updates,2,5b5b0b114b801c0088ee68f2abe2e69847f6ba1e,direct,merge,15.6075,956020,0,1,7.046209
agentflow,updates,3,3d849065c2f15ad341b10d3635adecda572a389d,main,incremental,7.178167,857789,818475,4,4.483
agentflow,updates,3,3d849065c2f15ad341b10d3635adecda572a389d,direct,merge,12.936458,970102,0,1,4.483
agentflow,updates,3,3d849065c2f15ad341b10d3635adecda572a389d,current,incremental,7.350459,857789,818475,4,4.483
agentflow,updates,4,96ee4e9aaf03f10f5c50e2b8842484f56c1ccd8b,main,incremental,7.81275,857789,874056,5,6.222
agentflow,updates,4,96ee4e9aaf03f10f5c50e2b8842484f56c1ccd8b,direct,merge,12.959584,988846,0,1,6.222
agentflow,updates,4,96ee4e9aaf03f10f5c50e2b8842484f56c1ccd8b,current,incremental,7.811249999999999,857789,874056,5,6.222
agentflow,updates,5,7b91e44f4b9ae3f5878ead729dc7cf303f46b764,direct,merge,23.965417,1046453,0,1,5.8313749999999995
agentflow,updates,5,7b91e44f4b9ae3f5878ead729dc7cf303f46b764,current,incremental,18.586458999999998,857789,1730549,6,5.8313749999999995
agentflow,updates,5,7b91e44f4b9ae3f5878ead729dc7cf303f46b764,main,incremental,18.31775,857789,1730549,6,5.8313749999999995
agentflow,updates,6,8e11dc763cf915bc01901a3d1ce301180dc91737,current,incremental,19.125625,857789,2715322,7,7.45175
agentflow,updates,6,8e11dc763cf915bc01901a3d1ce301180dc91737,main,incremental,20.174417,857789,2715322,7,7.45175
agentflow,updates,6,8e11dc763cf915bc01901a3d1ce301180dc91737,direct,merge,27.445500000000003,1150931,0,1,7.45175
agentflow,updates,7,77eb240564d52e3845fdc221642f4ff6621eae1e,main,incremental,11.818667,857789,3059943,8,8.69425
agentflow,updates,7,77eb240564d52e3845fdc221642f4ff6621eae1e,direct,merge,18.460041999999998,1193115,0,1,8.69425
agentflow,updates,7,77eb240564d52e3845fdc221642f4ff6621eae1e,current,incremental,10.29325,857789,3059943,8,8.69425
agentflow,updates,8,5ec17f27e93d7a63506dfe00a2f57dee2923fb6a,main,rebuild,26.318,1388655,0,1,6.963958
agentflow,updates,8,5ec17f27e93d7a63506dfe00a2f57dee2923fb6a,direct,merge,19.418291,1254380,0,1,6.963958
agentflow,updates,8,5ec17f27e93d7a63506dfe00a2f57dee2923fb6a,current,incremental,11.115959,857789,3493218,9,6.963958
agentflow,updates,9,bf0821e6a40ab47986432a69bfa8ee5e72bb8dd7,direct,merge,15.803,1255795,0,1,7.227125
agentflow,updates,9,bf0821e6a40ab47986432a69bfa8ee5e72bb8dd7,current,incremental,8.980542,857789,3637386,10,7.227125
agentflow,updates,9,bf0821e6a40ab47986432a69bfa8ee5e72bb8dd7,main,incremental,8.923459,1388655,124629,2,7.227125
agentflow,updates,10,b5ba13dc3366a4942555ddafd6fb52ad61243e4f,current,incremental,10.667207999999999,857789,4075313,11,7.320792
agentflow,updates,10,b5ba13dc3366a4942555ddafd6fb52ad61243e4f,main,incremental,11.2315,1388655,556729,3,7.320792
agentflow,updates,10,b5ba13dc3366a4942555ddafd6fb52ad61243e4f,direct,merge,19.306,1319824,0,1,7.320792
agentflow,updates,11,e7b93ba2184c382b934ab05f98bc0c8a637dcefc,main,incremental,18.941291,1388655,1517579,4,6.915792
agentflow,updates,11,e7b93ba2184c382b934ab05f98bc0c8a637dcefc,direct,merge,26.979834,1373389,0,1,6.915792
agentflow,updates,11,e7b93ba2184c382b934ab05f98bc0c8a637dcefc,current,incremental,19.591082999999998,857789,4886584,12,6.915792
agentflow,updates,12,8125a4b669a2026a51d95e6cb86af7019083a17a,main,incremental,13.043042,1388655,2168782,5,7.696625
agentflow,updates,12,8125a4b669a2026a51d95e6cb86af7019083a17a,direct,merge,22.763208,1512103,0,1,7.696625
agentflow,updates,12,8125a4b669a2026a51d95e6cb86af7019083a17a,current,incremental,13.182583,857789,5542142,13,7.696625
agentflow,updates,13,bbf99f98124011bd4f0cda40c7df0b551191ab4b,direct,merge,18.711125,1527453,0,1,7.129125
agentflow,updates,13,bbf99f98124011bd4f0cda40c7df0b551191ab4b,current,incremental,9.735917,857789,5717761,14,7.129125
agentflow,updates,13,bbf99f98124011bd4f0cda40c7df0b551191ab4b,main,incremental,10.134,1388655,2345478,6,7.129125
agentflow,updates,14,135d2eddcadcb2365b7c3107b0d7e167a039d174,current,incremental,11.7775,857789,6225135,15,7.356375
agentflow,updates,14,135d2eddcadcb2365b7c3107b0d7e167a039d174,main,incremental,12.441249999999998,1388655,2848756,7,7.356375
agentflow,updates,14,135d2eddcadcb2365b7c3107b0d7e167a039d174,direct,merge,22.061,1640424,0,1,7.356375
agentflow,updates,15,9fd98266044601c28975de64070f6f8a48dfc258,main,incremental,9.542,1388655,2891432,8,6.477334000000001
agentflow,updates,15,9fd98266044601c28975de64070f6f8a48dfc258,direct,merge,17.992375000000003,1643099,0,1,6.477334000000001
agentflow,updates,15,9fd98266044601c28975de64070f6f8a48dfc258,current,incremental,8.746500000000001,857789,6267811,16,6.477334000000001
agentflow,updates,16,78b8bc384df3f5dad06a3df622d870ee5a89853a,main,rebuild,30.665834,1865917,0,1,8.12975
agentflow,updates,16,78b8bc384df3f5dad06a3df622d870ee5a89853a,direct,merge,23.219458,1741675,0,1,8.12975
agentflow,updates,16,78b8bc384df3f5dad06a3df622d870ee5a89853a,current,incremental,13.048416,857789,6800813,17,8.12975
agentflow,updates,17,878588e006d46f2c3c94937d54615b328e237f9f,direct,merge,33.527417,1854522,0,1,7.116417
agentflow,updates,17,878588e006d46f2c3c94937d54615b328e237f9f,current,incremental,22.681333000000002,857789,7974267,18,7.116417
agentflow,updates,17,878588e006d46f2c3c94937d54615b328e237f9f,main,incremental,22.582209,1865917,1315705,2,7.116417
agentflow,updates,18,e6ec8c6222a334628285f2d93fb5278991a5e36c,current,incremental,9.216959000000001,857789,8044014,19,8.054416
agentflow,updates,18,e6ec8c6222a334628285f2d93fb5278991a5e36c,main,incremental,8.957917,1865917,1385452,3,8.054416
agentflow,updates,18,e6ec8c6222a334628285f2d93fb5278991a5e36c,direct,merge,19.3295,1878209,0,1,8.054416
agentflow,updates,19,40efd5bcc760bc1aa05029515d2eb46d3dff3c30,main,incremental,13.51775,1865917,1983205,4,7.739333
agentflow,updates,19,40efd5bcc760bc1aa05029515d2eb46d3dff3c30,direct,merge,26.634874999999997,1943984,0,1,7.739333
agentflow,updates,19,40efd5bcc760bc1aa05029515d2eb46d3dff3c30,current,rebuild,33.470375,2082642,0,1,7.739333
agentflow,rollbacks,18,e6ec8c6222a334628285f2d93fb5278991a5e36c,main,metadata,7.146166,1865917,1385452,3,6.906042
agentflow,rollbacks,18,e6ec8c6222a334628285f2d93fb5278991a5e36c,direct,merge,24.369042,1878209,0,1,6.906042
agentflow,rollbacks,18,e6ec8c6222a334628285f2d93fb5278991a5e36c,current,incremental,11.7765,2082642,517180,2,6.906042
agentflow,rollbacks,9,bf0821e6a40ab47986432a69bfa8ee5e72bb8dd7,direct,merge,29.303084,1255795,0,1,7.716708
agentflow,rollbacks,9,bf0821e6a40ab47986432a69bfa8ee5e72bb8dd7,current,incremental,20.191875000000003,2082642,1692668,3,7.716708
agentflow,rollbacks,9,bf0821e6a40ab47986432a69bfa8ee5e72bb8dd7,main,metadata,8.437584,1388655,124629,2,7.716708
agentflow,rollbacks,0,e65d534b0efddadfa433770621ca4340786736bf,current,incremental,17.165291999999997,2082642,2738445,4,6.044709
agentflow,rollbacks,0,e65d534b0efddadfa433770621ca4340786736bf,main,metadata,6.059374999999999,857789,0,1,6.044709
agentflow,rollbacks,0,e65d534b0efddadfa433770621ca4340786736bf,direct,merge,24.1555,900701,0,1,6.044709
agentflow,rollbacks,19,40efd5bcc760bc1aa05029515d2eb46d3dff3c30,main,metadata,7.346542,1865917,1983205,4,7.0895
agentflow,rollbacks,19,40efd5bcc760bc1aa05029515d2eb46d3dff3c30,direct,merge,35.433917,2071211,0,1,7.0895
agentflow,rollbacks,19,40efd5bcc760bc1aa05029515d2eb46d3dff3c30,current,incremental,28.027917,2082642,4944855,5,7.0895
vllm,updates,1,52bc900d930c279743ef62a27b65c6ff42f1453a,current,incremental,57.500667,64286063,112957,2,157.195625
vllm,updates,1,52bc900d930c279743ef62a27b65c6ff42f1453a,direct,incremental,60.091,64286063,112957,2,157.195625
vllm,updates,2,7985444339e2ad7e249b88a50081e16e34637dfd,direct,incremental,56.450874999999996,64286063,184401,3,95.884
vllm,updates,2,7985444339e2ad7e249b88a50081e16e34637dfd,current,incremental,61.445709,64286063,184401,3,95.884
vllm,updates,3,f4eccdadefc6501fafeb1a0bf7f171ff24f984b0,direct,incremental,57.145291,64286063,326782,4,160.498625
vllm,updates,3,f4eccdadefc6501fafeb1a0bf7f171ff24f984b0,current,incremental,63.591667,64286063,326782,4,160.498625
vllm,updates,4,039ea82660621a9668c7d7e81c7144b6f2f75011,current,incremental,61.159417,64286063,773057,5,161.764083
vllm,updates,4,039ea82660621a9668c7d7e81c7144b6f2f75011,direct,incremental,61.502042,64286063,773057,5,161.764083
vllm,updates,5,1c344ed41e1e3bd44d5836fbcf5ddceb56ef5ab9,direct,incremental,61.826708,64286063,1185697,6,97.46329200000001
vllm,updates,5,1c344ed41e1e3bd44d5836fbcf5ddceb56ef5ab9,current,incremental,65.013375,64286063,1185697,6,97.46329200000001
vllm,updates,6,f2e2936f91a794513af74d009286c69e3fb2592b,direct,incremental,59.826625,64286063,1188301,7,152.719916
vllm,updates,6,f2e2936f91a794513af74d009286c69e3fb2592b,current,incremental,60.109207999999995,64286063,1188301,7,152.719916
vllm,updates,7,1970f3ed4be7fa8620e4ddc4a12c36a8384cfc27,current,incremental,57.720708,64286063,1258983,8,151.26225
vllm,updates,7,1970f3ed4be7fa8620e4ddc4a12c36a8384cfc27,direct,incremental,58.834959,64286063,1258983,8,151.26225
vllm,updates,8,144e79c8106da23141ac010394b782f730cc7fe8,direct,incremental,67.128125,64286063,1983539,9,95.497292
vllm,updates,8,144e79c8106da23141ac010394b782f730cc7fe8,current,incremental,65.59774999999999,64286063,1983539,9,95.497292
vllm,updates,9,a1541f5742a29864a80087af313ad460066a1524,direct,merge,71.103167,64286063,2001136,7,151.15258400000002
vllm,updates,9,a1541f5742a29864a80087af313ad460066a1524,current,merge,68.668708,64286063,2001136,7,151.15258400000002
vllm,updates,10,9afb878a55eb08fd064dfaab56afd8447e97101e,current,incremental,55.300625,64286063,2053622,8,164.131291
vllm,updates,10,9afb878a55eb08fd064dfaab56afd8447e97101e,direct,incremental,54.960916999999995,64286063,2053622,8,164.131291
vllm,updates,11,dd0760165c17fdf750b1aa8e2a26ac885eafd598,direct,incremental,56.765625,64286063,2142409,9,96.718125
vllm,updates,11,dd0760165c17fdf750b1aa8e2a26ac885eafd598,current,incremental,63.577999999999996,64286063,2142409,9,96.718125
vllm,updates,12,569adb5a9780f9c02d22a6b29826acf711512356,direct,merge,69.348083,64286063,2609293,8,175.873958
vllm,updates,12,569adb5a9780f9c02d22a6b29826acf711512356,current,merge,77.24612499999999,64286063,2609293,8,175.873958
vllm,rollbacks,11,dd0760165c17fdf750b1aa8e2a26ac885eafd598,direct,incremental,62.666584,64286063,2600633,8,167.635584
vllm,rollbacks,11,dd0760165c17fdf750b1aa8e2a26ac885eafd598,current,incremental,66.441,64286063,2600633,8,167.635584
vllm,rollbacks,6,f2e2936f91a794513af74d009286c69e3fb2592b,current,incremental,65.046959,64286063,2743073,8,165.26633299999997
vllm,rollbacks,6,f2e2936f91a794513af74d009286c69e3fb2592b,direct,incremental,65.89845799999999,64286063,2743073,8,165.26633299999997
vllm,rollbacks,0,28e605fb330093fee5a2b98aebc19d9c268c1822,direct,incremental,67.820708,64286063,2288151,4,96.40650000000001
vllm,rollbacks,0,28e605fb330093fee5a2b98aebc19d9c268c1822,current,incremental,69.82783400000001,64286063,2288151,4,96.40650000000001
vllm,rollbacks,12,569adb5a9780f9c02d22a6b29826acf711512356,direct,incremental,75.082,64286063,1875587,2,172.47495800000002
vllm,rollbacks,12,569adb5a9780f9c02d22a6b29826acf711512356,current,incremental,74.281833,64286063,1875587,2,172.47495800000002
