experiment,step,commit,changed_files,target_source_bytes,variant,wall_ms,base_mib,middle_mib,segments,base_merged
viberwhisper-history.json,13,55336634d4a20283fc5f08f0d5997352714cfe52,10,125898,auto50,25.032208999999998,0.0704498291015625,0.26749420166015625,8,False
viberwhisper-history.json,13,55336634d4a20283fc5f08f0d5997352714cfe52,10,125898,auto25,25.265833,0.0704498291015625,0.26749420166015625,8,False
viberwhisper-history.json,13,55336634d4a20283fc5f08f0d5997352714cfe52,10,125898,main,8.604042,0.12090682983398438,0.15856552124023438,5,False
viberwhisper-history.json,14,5fb3f5a6555c65631c46fc91343a9458e03a1676,16,45788,auto25,24.093209,0.0704498291015625,0.31321144104003906,8,False
viberwhisper-history.json,14,5fb3f5a6555c65631c46fc91343a9458e03a1676,16,45788,main,7.8026670000000005,0.12090682983398438,0.2405071258544922,6,False
viberwhisper-history.json,14,5fb3f5a6555c65631c46fc91343a9458e03a1676,16,45788,auto50,23.894875,0.0704498291015625,0.31321144104003906,8,False
viberwhisper-history.json,15,dc8f7b7facad195ae896883d8d0c8ca2a8db7644,27,60944,main,7.657042000000001,0.12090682983398438,0.3730955123901367,7,False
viberwhisper-history.json,15,dc8f7b7facad195ae896883d8d0c8ca2a8db7644,27,60944,auto50,26.528208,0.0704498291015625,0.13258838653564453,2,False
viberwhisper-history.json,15,dc8f7b7facad195ae896883d8d0c8ca2a8db7644,27,60944,auto25,22.463250000000002,0.0704498291015625,0.13258838653564453,2,False
viberwhisper-history.json,16,8655cb9893f83dcd588811e14d18be36c1c481dc,9,20569,auto50,24.486334,0.0704498291015625,0.2125988006591797,3,False
viberwhisper-history.json,16,8655cb9893f83dcd588811e14d18be36c1c481dc,9,20569,auto25,25.016750000000002,0.0704498291015625,0.2125988006591797,3,False
viberwhisper-history.json,16,8655cb9893f83dcd588811e14d18be36c1c481dc,9,20569,main,8.350084,0.12090682983398438,0.45218467712402344,8,False
viberwhisper-history.json,17,bde010333b5ba28a4641bad0da77624c1b4d290a,3,8510,auto25,23.968125,0.0704498291015625,0.25063419342041016,4,False
viberwhisper-history.json,17,bde010333b5ba28a4641bad0da77624c1b4d290a,3,8510,main,11.535458,0.16510391235351562,0.0,1,False
viberwhisper-history.json,17,bde010333b5ba28a4641bad0da77624c1b4d290a,3,8510,auto50,23.065167000000002,0.0704498291015625,0.25063419342041016,4,False
viberwhisper-history.json,18,205f9b6e6d20716a7d6366d288fa13c2dc7bee28,3,4640,main,6.47425,0.16510391235351562,0.013996124267578125,2,False
viberwhisper-history.json,18,205f9b6e6d20716a7d6366d288fa13c2dc7bee28,3,4640,auto50,23.388083,0.0704498291015625,0.2675485610961914,5,False
viberwhisper-history.json,18,205f9b6e6d20716a7d6366d288fa13c2dc7bee28,3,4640,auto25,24.957459,0.0704498291015625,0.2675485610961914,5,False
viberwhisper-history.json,19,46bf111fce70fa22d4e7ea6059fe9bf86e25ff77,11,46462,auto50,24.830708,0.0704498291015625,0.37453174591064453,6,False
viberwhisper-history.json,19,46bf111fce70fa22d4e7ea6059fe9bf86e25ff77,11,46462,auto25,24.8285,0.0704498291015625,0.37453174591064453,6,False
viberwhisper-history.json,19,46bf111fce70fa22d4e7ea6059fe9bf86e25ff77,11,46462,main,7.846959000000001,0.16510391235351562,0.11535835266113281,3,False
viberwhisper-history.json,20,65c8f3488c9e6c2214688cc762f96b2b68a47e8d,1,8318,auto25,25.20225,0.0704498291015625,0.39829158782958984,7,False
viberwhisper-history.json,20,65c8f3488c9e6c2214688cc762f96b2b68a47e8d,1,8318,main,7.478917,0.16510391235351562,0.1345367431640625,4,False
viberwhisper-history.json,20,65c8f3488c9e6c2214688cc762f96b2b68a47e8d,1,8318,auto50,23.444125,0.0704498291015625,0.39829158782958984,7,False
viberwhisper-history.json,21,20ee3046a1428a9fd5deb429d79a67edc4558938,1,8746,main,7.133834,0.16510391235351562,0.15403461456298828,5,False
viberwhisper-history.json,21,20ee3046a1428a9fd5deb429d79a67edc4558938,1,8746,auto50,24.454,0.0704498291015625,0.39869213104248047,7,False
viberwhisper-history.json,21,20ee3046a1428a9fd5deb429d79a67edc4558938,1,8746,auto25,24.727583,0.0704498291015625,0.39869213104248047,7,False
viberwhisper-history.json,22,818ad374473f4bf1f2d8091255e636c1a384f202,7,88297,auto50,26.157,0.0704498291015625,0.5667924880981445,8,False
viberwhisper-history.json,22,818ad374473f4bf1f2d8091255e636c1a384f202,7,88297,auto25,27.591082999999998,0.0704498291015625,0.5667924880981445,8,False
viberwhisper-history.json,22,818ad374473f4bf1f2d8091255e636c1a384f202,7,88297,main,9.00225,0.16510391235351562,0.3062314987182617,6,False
viberwhisper-history.json,23,4d626065eaaecbcbdef4404bc82f1bbfe4d0a9a6,1,16209,auto25,28.659292,0.0704498291015625,0.596156120300293,9,False
viberwhisper-history.json,23,4d626065eaaecbcbdef4404bc82f1bbfe4d0a9a6,1,16209,main,7.974208999999999,0.16510391235351562,0.33559513092041016,7,False
viberwhisper-history.json,23,4d626065eaaecbcbdef4404bc82f1bbfe4d0a9a6,1,16209,auto50,23.515334,0.0704498291015625,0.596156120300293,9,False
viberwhisper-history.json,24,388998fc20daf746b54f21fef362d439093ba4a9,2,22976,main,7.643083,0.16510391235351562,0.4026327133178711,8,False
viberwhisper-history.json,24,388998fc20daf746b54f21fef362d439093ba4a9,2,22976,auto50,35.283041000000004,0.0704498291015625,0.6367435455322266,7,False
viberwhisper-history.json,24,388998fc20daf746b54f21fef362d439093ba4a9,2,22976,auto25,34.6475,0.0704498291015625,0.6367435455322266,7,False
viberwhisper-history.json,25,ca0c6265d36398ac7d9cb209b3abbd71cec126a6,1,1985,auto50,21.753833,0.0704498291015625,0.6462326049804688,8,False
viberwhisper-history.json,25,ca0c6265d36398ac7d9cb209b3abbd71cec126a6,1,1985,auto25,24.874625,0.0704498291015625,0.6462326049804688,8,False
viberwhisper-history.json,25,ca0c6265d36398ac7d9cb209b3abbd71cec126a6,1,1985,main,13.514,0.33018016815185547,0.0,1,False
viberwhisper-history.json,26,b424f4d7f12a06682d85530d65a6c99245d86066,1,920,auto25,26.555209,0.0704498291015625,0.6516590118408203,9,False
viberwhisper-history.json,26,b424f4d7f12a06682d85530d65a6c99245d86066,1,920,main,6.779709,0.33018016815185547,0.0054264068603515625,2,False
viberwhisper-history.json,26,b424f4d7f12a06682d85530d65a6c99245d86066,1,920,auto50,23.989917,0.0704498291015625,0.6516590118408203,9,False
viberwhisper-history.json,27,c6becc366e6cfaee7ac31a1d9a83bfdfe03662a1,2,23823,main,7.6780420000000005,0.33018016815185547,0.07378959655761719,3,False
viberwhisper-history.json,27,c6becc366e6cfaee7ac31a1d9a83bfdfe03662a1,2,23823,auto50,26.733375,0.0704498291015625,0.6438131332397461,8,False
viberwhisper-history.json,27,c6becc366e6cfaee7ac31a1d9a83bfdfe03662a1,2,23823,auto25,25.629083,0.0704498291015625,0.6438131332397461,8,False
viberwhisper-history.json,28,d2f57924db3a392b3927d72fc4053a1840324eeb,4,61262,auto50,24.409416999999998,0.0704498291015625,0.7353048324584961,9,False
viberwhisper-history.json,28,d2f57924db3a392b3927d72fc4053a1840324eeb,4,61262,auto25,27.130875,0.0704498291015625,0.7353048324584961,9,False
viberwhisper-history.json,28,d2f57924db3a392b3927d72fc4053a1840324eeb,4,61262,main,8.51775,0.33018016815185547,0.15811824798583984,4,False
viberwhisper-history.json,29,7eb6ff3cda3bb89e776d064493cdcdd7854cefb5,3,18270,auto25,25.27325,0.0704498291015625,0.8016729354858398,9,False
viberwhisper-history.json,29,7eb6ff3cda3bb89e776d064493cdcdd7854cefb5,3,18270,main,8.307292,0.33018016815185547,0.2184600830078125,5,False
viberwhisper-history.json,29,7eb6ff3cda3bb89e776d064493cdcdd7854cefb5,3,18270,auto50,24.467209,0.0704498291015625,0.8016729354858398,9,False
viberwhisper-history.json,30,f448b2d0296b525a1a2bd9871b5dfe157837b77e,5,57354,main,8.238458000000001,0.33018016815185547,0.3051605224609375,6,False
viberwhisper-history.json,30,f448b2d0296b525a1a2bd9871b5dfe157837b77e,5,57354,auto50,35.731083,0.0704498291015625,0.7922239303588867,7,False
viberwhisper-history.json,30,f448b2d0296b525a1a2bd9871b5dfe157837b77e,5,57354,auto25,32.642334000000005,0.0704498291015625,0.7922239303588867,7,False
viberwhisper-history.json,31,47aa14a31e08daa17ee6c2f9465a0327463b0fab,15,116439,auto50,28.871208,0.0704498291015625,1.0116996765136719,8,False
viberwhisper-history.json,31,47aa14a31e08daa17ee6c2f9465a0327463b0fab,15,116439,auto25,27.887833,0.0704498291015625,1.0116996765136719,8,False
viberwhisper-history.json,31,47aa14a31e08daa17ee6c2f9465a0327463b0fab,15,116439,main,9.811959,0.33018016815185547,0.509699821472168,7,False
viberwhisper-history.json,32,753674caaceb5c4961ef66eed5704e1d649b7944,2,25191,auto25,25.865625,0.0704498291015625,1.0636177062988281,9,False
viberwhisper-history.json,32,753674caaceb5c4961ef66eed5704e1d649b7944,2,25191,main,8.703542,0.33018016815185547,0.5587844848632812,8,False
viberwhisper-history.json,32,753674caaceb5c4961ef66eed5704e1d649b7944,2,25191,auto50,25.034166,0.0704498291015625,1.0636177062988281,9,False
viberwhisper-history.json,33,85c0a03404aafa681eeaecbe9b6031ea23e870a9,1,2017,main,12.508583,0.4343404769897461,0.0,1,False
viberwhisper-history.json,33,85c0a03404aafa681eeaecbe9b6031ea23e870a9,1,2017,auto50,35.02675,0.0704498291015625,0.846949577331543,7,False
viberwhisper-history.json,33,85c0a03404aafa681eeaecbe9b6031ea23e870a9,1,2017,auto25,35.145833,0.0704498291015625,0.846949577331543,7,False
viberwhisper-history.json,34,82e358202daf483fe9cff04df1576e8c0774c0fe,1,4869,auto50,25.215083999999997,0.0704498291015625,0.8652229309082031,8,False
viberwhisper-history.json,34,82e358202daf483fe9cff04df1576e8c0774c0fe,1,4869,auto25,26.105459,0.0704498291015625,0.8652229309082031,8,False
viberwhisper-history.json,34,82e358202daf483fe9cff04df1576e8c0774c0fe,1,4869,main,8.45575,0.4343404769897461,0.018273353576660156,2,False
viberwhisper-history.json,35,bae4d1c33f4aa6861eff871586691f605c8c6607,10,38393,auto25,25.055125,0.0704498291015625,0.9217233657836914,7,False
viberwhisper-history.json,35,bae4d1c33f4aa6861eff871586691f605c8c6607,10,38393,main,8.392708,0.4343404769897461,0.09713554382324219,3,False
viberwhisper-history.json,35,bae4d1c33f4aa6861eff871586691f605c8c6607,10,38393,auto50,26.4175,0.0704498291015625,0.9217233657836914,7,False
viberwhisper-history.json,36,db89a4ffe88c7eb76738fc063783ebfbe83f79ed,4,20036,main,8.284667,0.4343404769897461,0.15209293365478516,4,False
viberwhisper-history.json,36,db89a4ffe88c7eb76738fc063783ebfbe83f79ed,4,20036,auto50,26.165167,0.0704498291015625,0.9854946136474609,8,False
viberwhisper-history.json,36,db89a4ffe88c7eb76738fc063783ebfbe83f79ed,4,20036,auto25,24.162875,0.0704498291015625,0.9854946136474609,8,False
viberwhisper-history.json,37,dc25e2ec2895d5ad7e5053e60152b64383bfdc55,3,11740,auto50,25.451584,0.0704498291015625,1.0251407623291016,9,False
viberwhisper-history.json,37,dc25e2ec2895d5ad7e5053e60152b64383bfdc55,3,11740,auto25,25.130584000000002,0.0704498291015625,1.0251407623291016,9,False
viberwhisper-history.json,37,dc25e2ec2895d5ad7e5053e60152b64383bfdc55,3,11740,main,8.662209,0.4343404769897461,0.1870098114013672,5,False
viberwhisper-history.json,38,254eb4f930486011f2a75ccefe50246990566007,1,4444,auto25,31.11075,0.0704498291015625,1.0335941314697266,9,False
viberwhisper-history.json,38,254eb4f930486011f2a75ccefe50246990566007,1,4444,main,8.130333,0.4343404769897461,0.1991596221923828,6,False
viberwhisper-history.json,38,254eb4f930486011f2a75ccefe50246990566007,1,4444,auto50,34.463833,0.0704498291015625,1.0335941314697266,9,False
viberwhisper-history.json,39,34f2e69fafa4addbc26e12e61fd6e32dc450cb78,17,134522,main,9.545083,0.4343404769897461,0.39249324798583984,7,False
viberwhisper-history.json,39,34f2e69fafa4addbc26e12e61fd6e32dc450cb78,17,134522,auto50,39.011167,0.0704498291015625,1.0468549728393555,7,False
viberwhisper-history.json,39,34f2e69fafa4addbc26e12e61fd6e32dc450cb78,17,134522,auto25,35.004625,0.0704498291015625,1.0468549728393555,7,False
viberwhisper-history.json,40,979ec658d60f051e7b45fd1fabd7e9036f7ea6b5,1,4505,auto50,26.362084,0.0704498291015625,1.0598011016845703,8,False
viberwhisper-history.json,40,979ec658d60f051e7b45fd1fabd7e9036f7ea6b5,1,4505,auto25,23.696125,0.0704498291015625,1.0598011016845703,8,False
viberwhisper-history.json,40,979ec658d60f051e7b45fd1fabd7e9036f7ea6b5,1,4505,main,8.552334,0.4343404769897461,0.4054393768310547,8,False
viberwhisper-history.json,41,42ca56baa5fa6d860b6c9ba1799da2ac7c398fbf,1,24703,auto25,25.362667,0.0704498291015625,1.1183156967163086,9,False
viberwhisper-history.json,41,42ca56baa5fa6d860b6c9ba1799da2ac7c398fbf,1,24703,main,15.268500000000001,0.5344200134277344,0.0,1,False
viberwhisper-history.json,41,42ca56baa5fa6d860b6c9ba1799da2ac7c398fbf,1,24703,auto50,25.994916,0.0704498291015625,1.1183156967163086,9,False
viberwhisper-history.json,42,f3edc30c20aca6ed8954c34aa9a415b4ffbb894f,1,9827,main,7.720833,0.5344200134277344,0.030579566955566406,2,False
viberwhisper-history.json,42,f3edc30c20aca6ed8954c34aa9a415b4ffbb894f,1,9827,auto50,35.276125,0.0704498291015625,1.1468114852905273,9,False
viberwhisper-history.json,42,f3edc30c20aca6ed8954c34aa9a415b4ffbb894f,1,9827,auto25,34.855167,0.0704498291015625,1.1468114852905273,9,False
viberwhisper-history.json,43,ff77251f22b3f8493e7ac03378f521b96439049b,1,146,auto50,34.822875,0.0704498291015625,1.0052833557128906,7,False
viberwhisper-history.json,43,ff77251f22b3f8493e7ac03378f521b96439049b,1,146,auto25,37.941375,0.0704498291015625,1.0052833557128906,7,False
viberwhisper-history.json,43,ff77251f22b3f8493e7ac03378f521b96439049b,1,146,main,8.466084,0.5344200134277344,0.03178882598876953,3,False
viberwhisper-history.json,44,3de86ad4a38d8fdf89c084771415f85d8a9fbab1,17,170620,auto25,29.138417,0.0704498291015625,1.3263511657714844,8,False
viberwhisper-history.json,44,3de86ad4a38d8fdf89c084771415f85d8a9fbab1,17,170620,main,10.974458,0.5344200134277344,0.339630126953125,4,False
viberwhisper-history.json,44,3de86ad4a38d8fdf89c084771415f85d8a9fbab1,17,170620,auto50,26.632084,0.0704498291015625,1.3263511657714844,8,False
viberwhisper-history.json,45,c52fd04115362f250c37d2d17c649fe4bbac934b,6,29224,main,8.496165999999999,0.5344200134277344,0.4387702941894531,5,False
viberwhisper-history.json,45,c52fd04115362f250c37d2d17c649fe4bbac934b,6,29224,auto50,23.084459000000003,0.0704498291015625,1.4240474700927734,8,False
viberwhisper-history.json,45,c52fd04115362f250c37d2d17c649fe4bbac934b,6,29224,auto25,25.852041999999997,0.0704498291015625,1.4240474700927734,8,False
viberwhisper-history.json,46,4c1a64d129f070b1540eb3cd785b13d407125559,15,190498,auto50,30.536875000000002,0.0704498291015625,1.6970787048339844,9,False
viberwhisper-history.json,46,4c1a64d129f070b1540eb3cd785b13d407125559,15,190498,auto25,26.72825,0.0704498291015625,1.6970787048339844,9,False
viberwhisper-history.json,46,4c1a64d129f070b1540eb3cd785b13d407125559,15,190498,main,11.018167,0.5344200134277344,0.6959819793701172,6,False
viberwhisper-history.json,47,8f3e1fe7c8f2c34c3ed405bd8bddd3a90a0659ad,1,17964,auto25,35.819541,0.0704498291015625,1.5906448364257812,8,False
viberwhisper-history.json,47,8f3e1fe7c8f2c34c3ed405bd8bddd3a90a0659ad,1,17964,main,9.133041,0.5344200134277344,0.7314491271972656,7,False
viberwhisper-history.json,47,8f3e1fe7c8f2c34c3ed405bd8bddd3a90a0659ad,1,17964,auto50,36.58075,0.0704498291015625,1.5906448364257812,8,False
viberwhisper-history.json,48,de2272627f31807086fcf710177f658c44e7a2b3,17,46055,main,8.819833,0.5344200134277344,0.8347396850585938,8,False
viberwhisper-history.json,48,de2272627f31807086fcf710177f658c44e7a2b3,17,46055,auto50,26.2575,0.0704498291015625,1.696375846862793,9,False
viberwhisper-history.json,48,de2272627f31807086fcf710177f658c44e7a2b3,17,46055,auto25,28.455166000000002,0.0704498291015625,1.696375846862793,9,False
viberwhisper-history.json,49,7b5bc5196b60521a341c315b92d7c022d395f995,5,64300,auto50,37.123000000000005,0.0704498291015625,1.6146249771118164,7,False
viberwhisper-history.json,49,7b5bc5196b60521a341c315b92d7c022d395f995,5,64300,auto25,40.553458,0.0704498291015625,1.6146249771118164,7,False
viberwhisper-history.json,49,7b5bc5196b60521a341c315b92d7c022d395f995,5,64300,main,18.710167,0.8188638687133789,0.0,1,False
viberwhisper-history.json,50,56db8d28b68cc2c12237e0c97c45bd9fa2ee524e,7,75946,auto25,27.443208,0.0704498291015625,1.751800537109375,8,False
viberwhisper-history.json,50,56db8d28b68cc2c12237e0c97c45bd9fa2ee524e,7,75946,main,9.654625,0.8188638687133789,0.14084243774414062,2,False
viberwhisper-history.json,50,56db8d28b68cc2c12237e0c97c45bd9fa2ee524e,7,75946,auto50,28.807459,0.0704498291015625,1.751800537109375,8,False
viberwhisper-history.json,51,374f74107531cc6f795d126d70ebbe6463705237,9,119121,main,9.131416999999999,0.8188638687133789,0.34378528594970703,3,False
