pair,count,probability_pct,independent_probability_pct,actual_over_independent,weight_frequency
pi,1510127,0.10179596911671349,0.2112496,0.48187532244659154,10179597
pj,41239,0.002779874785633359,0.0072048,0.3858364958962579,277987
pk,126203,0.00850720283157416,0.0298224,0.285262179823695,850720
pl,3632288,0.24484846444769812,0.1373776,1.7823026785130773,24484846
pm,212191,0.014303557570220619,0.0820496,0.17432818161478691,1430356
pn,183536,0.012371956125415364,0.2017952,0.06130946685260781,1237196
po,5247010,0.35369506532568906,0.19662719999999997,1.7988104663326798,35369507
pp,2268253,0.15290039336883104,0.092416,1.65447967201384,15290039
pq,53776,0.003624979909120481,0.0090896,0.39880521795463836,362498
pr,6651813,0.44839126160790005,0.205352,2.1835251743732718,44839126
ps,1341978,0.09046123342163205,0.2050176,0.44123642761222476,9046123
pt,4321096,0.29128023998402397,0.28369279999999997,1.0267452680646953,29128024
pu,2892648,0.1949901607437805,0.0942096,2.069748313800085,19499016
pv,84052,0.005665851147749827,0.038577600000000004,0.146868938133783,566585
pw,99155,0.006683927456278662,0.033470400000000004,0.19969667097730115,668393
px,603666,0.0406924487098171,0.052896,0.7692916044656892,4069245
py,580919,0.03915909892566127,0.036024,1.0870280625599955,3915910
pz,24040,0.001620509465472634,0.0078736,0.20581556917707705,162051
qa,177580,0.011970468838545354,0.02466451,0.48533171097035194,1197047
qb,53888,0.003632529703635162,0.00604877,0.6005402261344309,363253
qc,79137,0.005334536504538596,0.013254670000000001,0.4024646788293179,533454
qd,44773,0.003018097766123388,0.012244050000000001,0.24649505401590058,301810
qe,88563,0.005969932603604529,0.034707919999999996,0.17200490849363861,596993
qf,50432,0.003399564615753572,0.006431490000000001,0.5285811865918429,339956
qg,74172,0.004999851417347596,0.0058903,0.8488279743557366,499985
qh,40319,0.002717858616405621,0.006449430000000001,0.4214106698430126,271786
qi,106217,0.007159968963981147,0.02077751,0.3446018778949521,715997
qj,40303,0.002716780074332095,0.00070863,3.8338485166195264,271678
qk,48506,0.0032697351136528946,0.00293319,1.1147368952072298,326974
ql,72870,0.004912085056114427,0.013511809999999999,0.3635401220202495,491209
qm,32129,0.0021657798925195614,0.00807001,0.2683738796506524,216578
qn,49021,0.0033044506866445086,0.01984762,0.16649102948587835,330445
qo,42247,0.0028478229362654895,0.01933932,0.14725558790409846,284782
qp,32507,0.00219126044900661,0.0090896,0.24107336395513665,219126
qq,157735,0.010632739622975288,0.00089401,11.893311733621871,1063274
qr,89704,0.006046846135222843,0.020197450000000002,0.2993866124299277,604685
qs,55688,0.0037538656869068234,0.02016456,0.1861615471355102,375387
qt,34424,0.00232048327119093,0.02790268,0.0831634549509556,232048
qu,2821459,0.1901913900142659,0.00926601,20.525705240364072,19019139
qv,27927,0.0018825277804598273,0.00379431,0.4961449592837241,188253
qw,43794,0.002952104472999523,0.0032919900000000003,0.8967537790210549,295210
qx,30325,0.0020441742737295184,0.0052026,0.3929139802655439,204417
qy,43396,0.002925275738920567,0.00354315,0.8256144218902859,292528
qz,26404,0.0017798640568360826,0.0007744099999999999,2.298348493480305,177986
ra,14285100,0.9629425859077838,0.5572199499999999,1.7281193645485664,96294259
rb,492096,0.03317164001336195,0.13665365,0.24274243690791977,3317164
rc,3108070,0.20951151640397378,0.29944915,0.6996564071194518,20951152
rd,2459586,0.16579793652845148,0.27661725,0.5993767074484743,16579794
re,23172685,1.5620447330663778,0.7841203999999999,1.992098066912145,156204473
rf,982522,0.06623070719779964,0.14530005000000001,0.4558202643275046,6623071
rg,1828284,0.12324257602213681,0.1330735,0.9261241045146992,12324258
rh,196774,0.013264314873498839,0.14570535,0.09103519447637878,1326431
ri,10233902,0.6898558677087904,0.46940495000000004,1.469639098839478,68985587
rj,43755,0.0029494755266953037,0.01600935,0.18423455834842162,294948
rk,1272918,0.08580597619677596,0.06626655,1.2948610754109875,8580598
rl,1894514,0.127707066117738,0.30525844999999996,0.4183571859116038,12770707
rm,2130013,0.14358178985356745,0.18231745,0.7875372864943396,14358179
rn,3211847,0.21650700770174222,0.4483969,0.48284679867711444,21650701
ro,13621350,0.9181999420763587,0.4369134,2.1015604970604214,91819994
rp,684284,0.04612681776503643,0.205352,0.2246231727231117,4612682
rq,83003,0.005595139233054286,0.020197450000000002,0.2770220613520165,559514
rr,2886705,0.19458954977234524,0.45630024999999996,0.4264506753444585,19458955
rs,3402246,0.22934159096782059,0.4555572,0.503430943398152,22934159
rt,6370491,0.4294276607823721,0.6303766,0.6812239870299311,42942766
ru,3309940,0.2231193469278906,0.20933745,1.065835792534449,22311935
rv,2027521,0.13667291896607905,0.08572095,1.5943934238488846,13667292
rw,343670,0.023166409650539937,0.07437255000000001,0.3114913990516654,2316641
rx,49268,0.0033211006799045645,0.117537,0.028255789069863656,332110
ry,2606240,0.17568371835663052,0.08004675,2.194763914295465,17568372
rz,66831,0.0045050028322380035,0.01749545,0.2574956821481016,450500
sa,3028518,0.2041490052144031,0.55631256,0.3669681756140884,20414901
sb,287561,0.019384164825323465,0.13643112000000002,0.1420802293884523,1938416
sc,3622058,0.2441588716094375,0.29896152,0.8166899593280015,24415887
sd,475593,0.0320591912733996,0.2761668,0.11608633359766489,3205919
se,19029079,1.2827288951217355,0.7828435200000001,1.638550824463279,128272890
sf,528638,0.035634895291535865,0.14506344000000002,0.2456504222672223,3563490
sg,330546,0.022281735514730335,0.1328568,0.16771242055152868,2228174
sh,3343562,0.22538576827764603,0.14546808,1.549382986821893,22538577
si,7465828,0.5032631007317231,0.46864056,1.0738786688282447,50326310
sj,42783,0.0028839540957286062,0.01598328,0.18043568627519546,288395
sk,1255923,0.0846603622880527,0.06615863999999999,1.279656932005445,8466036
sl,6454173,0.43506857064467164,0.30476136,1.4275712992115261,43506857
sm,507150,0.03418641328679061,0.18202056,0.18781621860074824,3418641
sn,375742,0.025328347236922562,0.44766672,0.05657857979016748,2532835
so,3335941,0.22487204520624976,0.43620192,0.5155228230225345,22487205
sp,4084983,0.27536412719612297,0.2050176,1.343124332721303,27536413
sq,144532,0.009742740185677652,0.02016456,0.4831615560011054,974274
sr,761627,0.05134042273958094,0.4555572,0.11269808212795439,5134042
ss,7320773,0.4934851057020171,0.45481536,1.0850229545941832,49348511
st,24372056,1.6428929883955532,0.62935008,2.610459648142975,164289299
su,3700657,0.2494571421367538,0.20899655999999997,1.1935944885253318,24945714
sv,344286,0.023207933520370684,0.08558136,0.2711797699916277,2320793
sw,716392,0.048291182071084494,0.07425144,0.6503736772119771,4829118
sx,35774,0.0024114852586446757,0.11734560000000001,0.020550282742980357,241149
sy,1260895,0.08499551923740087,0.0799164,1.0635554058666414,8499552
sz,94846,0.006393462594102223,0.01746696,0.36603178767812045,639346
ta,12885816,0.8686184192320596,0.76979668,1.1283738184374343,86861842
tb,539088,0.03633931808330746,0.18878636000000001,0.19248910823487173,3633932
tc,2287326,0.15418608292935349,0.41368756,0.37271143209951363,15418608
td,2522361,0.1700295289450507,0.3821454,0.44493412440670665,17002953
te,25154453,1.69563349356433,1.08325856,1.5653081878848296,169563349
tf,1122124,0.07564112160707212,0.20073132,0.3768276998680232,7564112
tg,195558,0.013182345675910872,0.18384040000000001,0.07170537964403292,1318235
th,12965532,0.8739919854778839,0.20129124,4.341927574582401,87399199
ti,22136889,1.4922228852170145,0.64848068,2.3011061566506723,149222289
tj,61684,0.0041580493289606465,0.02211684,0.18800377128742835,415805
tk,135821,0.009155541435522404,0.09154692,0.10000927869034158,915554
tl,1265287,0.08529157903658371,0.42171307999999996,0.20225025753667333,8529158
tm,1535398,0.10349945891296802,0.25187068,0.410923013798065,10349946
tn,422131,0.028455377752472064,0.6194581600000001,0.04593591559512601,2845538
to,10416768,0.7021826598848768,0.60359376,1.1633365127646063,70218266
tp,2073962,0.1398034547433675,0.28369279999999997,0.49279874125592016,13980345
tq,56661,0.0038194545267531163,0.02790268,0.13688486291471344,381945
tr,16188159,1.0912256609016642,0.6303766,1.7310694288170982,109122566
ts,4840358,0.3262831096204737,0.62935008,0.5184445350677857,32628311
tt,4455869,0.30036513691373046,0.8708622399999999,0.34490545475221257,30036514
tu,4766489,0.3213036830936435,0.28919868,1.1110136570942977,32130368
tv,397875,0.02682030796900683,0.11842307999999999,0.2264787233114257,2682031
tw,907651,0.06118373697361488,0.10274532,0.5954892833426854,6118374
tx,227060,0.015305860200924138,0.16237680000000002,0.09426137355166585,1530586
ty,5272306,0.35540024034393347,0.1105842,3.21384284865228,35540024
tz,96593,0.0065112259067553295,0.024169879999999998,0.2693942173794545,651123
ua,1257752,0.08478365312883263,0.25563651000000004,0.33165705919249416,8478365
ub,2220301,0.14966800277447398,0.06269277000000001,2.387324770854342,14966800
uc,1126599,0.0759427763432614,0.13737866999999998,0.5527988904191706,7594278
ud,2470093,0.16650620162636,0.12690405000000002,1.3120637333982643,16650620
ue,5179036,0.34911301414407353,0.35973192,0.9704810575165906,34911301
uf,774834,0.05223069181239696,0.06665949,0.7835447257756841,5223069
ug,664093,0.04476576507712637,0.061050299999999995,0.7332603619822731,4476577
uh,47267,0.0031862155118342343,0.06684543,0.047665420236420564,318622
ui,2646309,0.1783847247531373,0.21534951000000002,0.8283498056398516,17838472
uj,48444,0.003265555763117982,0.0073446299999999996,0.4446181445652105,326556
uk,195135,0.013153831719842031,0.03040119,0.4326748959446005,1315383
ul,4653151,0.3136636954980637,0.14004381,2.2397540847972057,31366370
um,3013734,0.2031524323384652,0.08364201,2.428832501017912,20315243
un,6509772,0.43881643694129446,0.20571161999999998,2.133163099592014,43881644
uo,128702,0.008675657621682984,0.20044332,0.04328234845482995,867566
up,2706346,0.18243175165740436,0.0942096,1.9364454541512157,18243175
uq,29973,0.002020446348111949,0.00926601,0.21804923026329015,202045
ur,8016748,0.540400000678403,0.20933745,2.5814778993362295,54040000
us,4373248,0.2947957478726816,0.20899655999999997,1.410529187048254,29479575
ut,6369400,0.42935411769473353,0.28919868,1.4846337393197424,42935412
uu,102229,0.006891142352154821,0.09603801,0.07175432260783851,689114
uv,103767,0.006994817208972496,0.03932631,0.17786609547075471,699482
uw,39135,0.0026380465029647057,0.03411999,0.07731674314572501,263805
ux,134348,0.00905624815587843,0.053922599999999994,0.16794902612037307,905625
uy,53508,0.0036069143293889225,0.036723149999999996,0.09821908875978565,360691
uz,106997,0.007212547890065533,0.00802641,0.8986019764833261,721255
va,4166157,0.28083597558839735,0.10467981000000001,2.6828093744954,28083598
vb,67019,0.0045176757016019324,0.02567187,0.17597766355165917,451768
vc,100498,0.00677445758157524,0.056254769999999996,0.12042458944504156,677446
vd,49605,0.0033438174723282033,0.05196555,0.06434681192305679,334382
ve,7505088,0.5059095733446373,0.14730552000000002,3.434423729298381,50590957
vf,49061,0.0033071470418283232,0.027296189999999998,0.12115782612255863,330715
vg,169718,0.011440500227166576,0.024999300000000002,0.4576328228057016,1144050
vh,43067,0.002903098217533691,0.02737233,0.10605959439820033,290310
vi,5464570,0.3683605411704572,0.08818281,4.177237504344182,36836054
vj,24499,0.0016514501412069075,0.00300753,0.5491051265347004,165145
vk,62425,0.004207999308740815,0.01244889,0.33802204925425594,420800
vl,78729,0.005307033681663686,0.05734611,0.09254391765481017,530703
vm,75393,0.0050821576593335395,0.03425031,0.1483828222090118,508216
vn,44892,0.0030261194227952366,0.08423622,0.03592420722101771,302612
vo,1520413,0.10248933685223144,0.08207892,1.2486681946135676,10248934
vp,123572,0.00832985006935875,0.038577600000000004,0.2159245279477922,832985
vq,31040,0.0020923716226402063,0.00379431,0.5514498347895154,209237
vr,69666,0.00469610700589087,0.08572095,0.05478365563950084,469611
vs,92310,0.006222513675448371,0.08558136,0.07270874960912482,622251
vt,122243,0.008240263668376506,0.11842307999999999,0.06958325748981116,824026
vu,85101,0.005736563062445367,0.03932631,0.14587087022518427,573656
vv,66907,0.004510125907087251,0.016103609999999997,0.28006924578322817,451013
vw,45139,0.003042769416055292,0.01397169,0.2177810569841796,304277
vx,41493,0.0027969966410505824,0.022080600000000002,0.1266721303338941,279700
vy,50728,0.003419517644113801,0.015037650000000001,0.2273970762794586,341952
vz,33779,0.002277004543851918,0.0032867100000000004,0.6927914369846799,227700
wa,2021337,0.1362560624546613,0.09082149,1.5002623548089915,13625606
wb,118583,0.007993547169057461,0.02227323,0.35888585396269246,799355
wc,197472,0.013311366271456404,0.048807329999999996,0.27273293317738145,1331137
wd,112313,0.007570893493994506,0.04508595,0.16792134786989088,757089
we,2416798,0.1629136453883249,0.12780408000000001,1.2747139636569107,16291365
wf,85820,0.005785030046874436,0.02368251,0.24427436310063572,578503
wg,110641,0.007458185847311052,0.0216897,0.34385841423860414,745819
wh,904062,0.060941806504747106,0.02374857,2.566125307955262,6094181
wi,3638141,0.2452430086199698,0.07650849,3.205435221894587,24524301
wj,28537,0.0019236471970130015,0.00260937,0.737207524043352,192365
wk,41138,0.002773066488794227,0.01080081,0.25674615966712006,277307
wl,111171,0.007493912553496597,0.04975419,0.15061872283513403,749391
wm,105157,0.007088515551610057,0.02971599,0.23854213006566688,708852
wn,965465,0.06508091393854146,0.07308437999999999,0.8904900600995925,6508091
wo,1393214,0.09391499477658029,0.07121268,1.3187959612892013,9391499
wp,206647,0.013929842741743902,0.033470400000000004,0.4161839339160542,1392984
wq,45567,0.0030716204165221095,0.0032919900000000003,0.9330588539218252,307162
wr,733776,0.04946301803397036,0.07437255000000001,0.6650708901869085,4946302
ws,2007843,0.1353464470334014,0.07425144,1.822812419980022,13534645
wt,153447,0.010343690347270352,0.10274532,0.10067310459756562,1034369
wu,49484,0.0033356609978971636,0.03411999,0.09776266047842229,333566
wv,50560,0.003408192952341779,0.01397169,0.24393562642327302,340819
ww,509737,0.034360800058303824,0.01212201,2.834579418619835,3436080
wx,43487,0.002931409946963745,0.019157399999999998,0.1530171081129874,293141
wy,56920,0.003836913426568316,0.013046849999999999,0.2940873411258899,383691
wz,26333,0.0017750780263848115,0.0028515899999999998,0.6224871129386804,177508
xa,1332727,0.08983763387649531,0.1435326,0.6259040376645815,8983763
xb,1384578,0.0933328516923947,0.0352002,2.6514864032702854,9333285
xc,823500,0.05551121234678511,0.0771342,0.7196705527092407,5551121
xd,1028010,0.06929700231283371,0.071253,0.9725485567321196,6929700
xe,1740026,0.11729320312680888,0.2019792,0.5807192182502401,11729320
xf,1139744,0.0768288660655425,0.0374274,2.0527438738876462,7682887
xg,35296,0.00237926381419809,0.034278,0.06941081201348066,237926
xh,138517,0.009337275774911516,0.0375318,0.24878305263567208,933728
xi,374227,0.025226222784335582,0.12091260000000001,0.2086318777723379,2522622
xj,25725,0.0017340934275908281,0.0041238,0.42050861525554784,173409
xk,31008,0.0020902145384931545,0.0170694,0.1224538963579947,209021
xl,63413,0.004274599281781037,0.0786306,0.05436305053987935,427460
xm,247711,0.01669792097344807,0.0469626,0.35555784759464065,1669792
xn,71766,0.004837665653041142,0.1155012,0.04188411594893509,483767
xo,63679,0.004292530043753405,0.1125432,0.03814117639940401,429253
xp,2572072,0.173380491758616,0.052896,3.2777618677899274,17338049
xq,34176,0.0023037658690512786,0.0052026,0.44281049264815253,230377
xr,93092,0.006275227419291949,0.117537,0.053389378827875034,627523
xs,102346,0.006899029191067479,0.11734560000000001,0.05879239776410431,689903
xt,3010238,0.20291677089539978,0.16237680000000002,1.249666029232007,20291677
xu,33914,0.0022861047425972924,0.053922599999999994,0.04239604066935371,228610
xv,48809,0.0032901600041702907,0.022080600000000002,0.14900682065570184,329016
xw,29458,0.001985730775120335,0.019157399999999998,0.10365345898296924,198573
xx,379431,0.025577018593749876,0.030276,0.8447951708861763,2557702
xy,228582,0.015408456515668287,0.020619000000000002,0.7472940741873169,1540846
xz,39450,0.0026592803000372468,0.0045065999999999995,0.5900857187319147,265928
ya,401304,0.027051453017139345,0.09775065,0.2767393671258385,2705145
yb,334311,0.022535529946406892,0.02397255,0.9400556030295857,2253553
yc,357266,0.024082900777518554,0.05253105,0.45845077868267536,2408290
yd,219031,0.014764634306652933,0.04852575,0.30426390744404636,1476463
ye,772939,0.052102951985563736,0.1375548,0.37877959900755,5210295
yf,160507,0.010819597037213646,0.02548935,0.4244752038484169,1081960
yg,83820,0.0056502122876837015,0.0233445,0.24203612361300095,565021
yh,75558,0.005093280124466775,0.02556045,0.19926410233257927,509328
yi,398631,0.02687126908198093,0.08234565,0.3263228729384118,2687127
yj,27823,0.001875517256981909,0.0028084499999999997,0.667812229871249,187552
yk,64672,0.004359467061191605,0.011624849999999999,0.3750127581165869,435947
yl,1100841,0.07420645842264392,0.053550150000000005,1.3857376388795162,7420646
ym,472235,0.031832832255718355,0.031983149999999995,0.9953000956978397,3183283
yn,883785,0.05957495665319184,0.0786603,0.7573700666434254,5957496
yo,639257,0.04309159814349582,0.0766458,0.56221734450545,4309160
yp,2748736,0.185289214063452,0.036024,5.143493617128914,18528921
yq,28662,0.0019320733069624224,0.00354315,0.5452981970739095,193207
yr,386623,0.026061823255799758,0.08004675,0.3255825284074588,2606182
ys,1225402,0.08260297587392249,0.0799164,1.0336173285323476,8260298
yt,1079439,0.07276377358154386,0.1105842,0.6579943028167123,7276377
yu,105254,0.0070950542129308075,0.036723149999999996,0.19320385677510798,709505
yv,79674,0.0053707350728813075,0.015037650000000001,0.35715255195335094,537074
yw,129698,0.00874279686575997,0.013046849999999999,0.6701078701571621,874280
yx,30478,0.00205448783230761,0.020619000000000002,0.09964051759579076,205449
yy,68091,0.004589938020528166,0.01404225,0.32686628001411216,458994
yz,73921,0.004982931788569158,0.00306915,1.6235543354248434,498293
za,459658,0.03098503077704742,0.02136491,1.4502766815796284,3098503
zb,40286,0.002715634123378974,0.00523957,0.5182933186080105,271563
zc,32449,0.002187350733990079,0.01148147,0.1905113834718097,218735
zd,46953,0.0031650491236412887,0.01060605,0.2984192157911087,316505
ze,2032142,0.13698441539868925,0.03006472,4.556317683939489,13698442
zf,22485,0.0015156886577018375,0.00557109,0.27206321522392163,151569
zg,36781,0.0024793660003972107,0.005102300000000001,0.48593105078047366,247937
zh,41208,0.0027777851103659027,0.0055866299999999995,0.4972201685749554,277779
zi,265849,0.017920583231548846,0.017997910000000002,0.9957035695560676,1792058
zj,20922,0.0014103285788942782,0.00061383,2.297588222951433,141033
zk,35443,0.0023891729194986094,0.0025407900000000002,0.9403267957991842,238917
zl,49346,0.003326358572513003,0.01170421,0.28420188739889346,332636
zm,60896,0.004104931131839498,0.006990409999999999,0.5872232289435809,410493
zn,45006,0.0030338040350691084,0.01719242,0.1764617217976939,303380
zo,216642,0.014603594493299598,0.01675212,0.8717460532338354,1460359
zp,32296,0.0021770371754119876,0.0078736,0.276498320388639,217704
zq,28605,0.0019282310008254865,0.0007744099999999999,2.489935564914563,192823
zr,26332,0.0017750106175052163,0.01749545,0.10145555658786808,177501
zs,37488,0.0025270240782711358,0.01746696,0.14467452139760642,252702
zt,42264,0.0028489688872186105,0.024169879999999998,0.11787269474315183,284897
zu,62872,0.004238131077919943,0.00802641,0.5280232479925575,423813
zv,32969,0.00222240335137967,0.0032867100000000004,0.6761787171304039,222240
zw,63497,0.004280261627667048,0.0028515899999999998,1.5010087802478786,428026
zx,39447,0.0026590780733984605,0.0045065999999999995,0.5900408452932279,265908
zy,71361,0.004810365056805018,0.00306915,1.5673281060896396,481037
zz,112413,0.007577634381954044,0.00067081,11.296245407722072,757763
