pair,count,probability_pct,independent_probability_pct,actual_over_independent,weight_frequency
ob,1742102,0.11743314396084886,0.13084764,0.8974800306742167,11743314
oc,3926049,0.26465056432651285,0.28672644,0.9230071852686932,26465056
od,4247459,0.28631645231725994,0.2648646,1.0809917683120351,28631645
oe,297329,0.020042614761211015,0.75080544,0.026694818249067314,2004261
of,3001280,0.2023129221519845,0.13912668,1.4541633722013958,20231292
og,2263675,0.15259179551804344,0.1274196,1.1975535594056446,15259180
oh,106606,0.007186191018143744,0.13951476,0.05150846418073431,718619
oi,2328955,0.15699224717802904,0.44946132,0.34928978355251805,15699225
oj,685630,0.046217550116971796,0.01532916,3.015008657811113,4621755
ok,1267235,0.0854228915340355,0.06345107999999999,1.3462795516488528,8542289
ol,5187533,0.3496857873939954,0.29228892,1.196370315350973,34968579
om,7694682,0.5186898924626413,0.17457132,2.971220544489446,51868989
on,29100431,1.961627449452299,0.42934584000000003,4.568874941125082,196162745
oo,3461203,0.23331581628212467,0.41835024,0.5577045116123865,23331582
op,4096185,0.2761192414653503,0.19662719999999997,1.4042779506871395,27611924
oq,52962,0.0035701090811298517,0.01933932,0.18460365106580026,357011
or,16251828,1.0955175168566218,0.4369134,2.5074019630815205,109551752
os,3383196,0.22805745181152884,0.43620192,0.5228254195018877,22805745
ot,4305586,0.2902347282614998,0.60359376,0.4808444809991074,29023473
ou,6683577,0.4505324372593673,0.20044332,2.247679978855705,45053244
ov,2570995,0.1733078923952918,0.08207892,2.1114787133565085,17330789
ow,4816160,0.324651949552025,0.07121268,4.558906497438729,32465195
ox,669151,0.045106719190119736,0.1125432,0.4007947098547024,4510672
oy,193581,0.01304907832095083,0.0766458,0.17025170747713286,1304908
oz,110899,0.007475577338246657,0.01675212,0.44624664449912355,747558
pa,7582161,0.511104977921691,0.2507696,2.0381456840130983,51110498
pb,622093,0.041934592134120936,0.0614992,0.6818721566153858,4193459
pc,369801,0.024927871083246487,0.1347632,0.18497535739168025,2492787
pd,776348,0.052332748856104346,0.124488,0.42038388323456355,5233275
pe,8718461,0.587701687805907,0.3528832,1.665428356481428,58770169
pf,109071,0.007352353906346325,0.0653904,0.11243781818655836,735235
pg,87724,0.005913376553624016,0.059888,0.0987405916648413,591338
ph,1440352,0.09709251454294672,0.0655728,1.4806827608847988,9709251
