tier,repository,sequence,step,commit,version,phase,wall_ms,base_bytes,middle_bytes,segments,rg_wall_ms
small,viberwhisper,updates,97,720255e31d06533caf1c279a9b1d1109f80b18ab,main,rebuild,29.484541999999998,2083991,0,1,8.673125
small,viberwhisper,updates,98,c267b88deeedebd52ba9e543a83918305011263f,main,incremental,13.267041,2083991,521756,2,7.1748330000000005
small,viberwhisper,updates,98,c267b88deeedebd52ba9e543a83918305011263f,current,incremental,13.500625000000001,1353126,5877496,21,7.1748330000000005
small,viberwhisper,updates,99,65186fe565fcc21af180634a6b0684e2e18ed192,main,incremental,11.990041999999999,2083991,1011281,3,7.57125
small,viberwhisper,updates,99,65186fe565fcc21af180634a6b0684e2e18ed192,current,incremental,13.470166,1353126,6366675,22,7.57125
small,viberwhisper,updates,100,ab1f117d922fe06da6fc2f1f72605ba227ba4233,current,incremental,8.848082999999999,1353126,6397576,23,7.150541
small,viberwhisper,updates,100,ab1f117d922fe06da6fc2f1f72605ba227ba4233,main,incremental,9.115875,2083991,1042182,4,7.150541
small,viberwhisper,rollbacks,99,65186fe565fcc21af180634a6b0684e2e18ed192,main,metadata,7.4145840000000005,2083991,1011281,3,7.137833
small,viberwhisper,rollbacks,99,65186fe565fcc21af180634a6b0684e2e18ed192,current,incremental,9.377042000000001,1353126,6426772,24,7.137833
small,viberwhisper,rollbacks,50,56db8d28b68cc2c12237e0c97c45bd9fa2ee524e,current,incremental,14.315833,1353126,7280929,25,6.45725
small,viberwhisper,rollbacks,50,56db8d28b68cc2c12237e0c97c45bd9fa2ee524e,main,metadata,7.482208,858641,147684,2,6.45725
small,viberwhisper,rollbacks,0,30460fe0b07f7cb6f18b19ee2b18d2b0dde7cdb6,main,metadata,9.222,73872,0,1,5.9542079999999995
small,viberwhisper,rollbacks,0,30460fe0b07f7cb6f18b19ee2b18d2b0dde7cdb6,current,incremental,8.255125,1353126,7370351,26,5.9542079999999995
small,viberwhisper,rollbacks,100,ab1f117d922fe06da6fc2f1f72605ba227ba4233,main,metadata,8.12175,2083991,1042182,4,7.336208
small,viberwhisper,rollbacks,100,ab1f117d922fe06da6fc2f1f72605ba227ba4233,current,rebuild,35.476333,1874519,0,1,7.336208
medium,whisper.cpp,updates,1,3fea10db5435faa9f19d95adedbe6963b2d0b45d,current,incremental,23.688416,17581400,656250,2,45.692625
medium,whisper.cpp,updates,1,3fea10db5435faa9f19d95adedbe6963b2d0b45d,main,incremental,33.733666,17581400,656250,2,45.692625
medium,whisper.cpp,updates,2,a5db1d66f0d32e7b5031d51f00797573f3ac7e02,main,incremental,31.879958,17581400,822475,3,32.196625
medium,whisper.cpp,updates,2,a5db1d66f0d32e7b5031d51f00797573f3ac7e02,current,incremental,20.181583,17581400,822475,3,32.196625
medium,whisper.cpp,updates,3,55ab1e517cf52c9441119f740bc0e9d758a4f4ec,main,incremental,44.517,17581400,1559808,4,46.160666000000006
medium,whisper.cpp,updates,3,55ab1e517cf52c9441119f740bc0e9d758a4f4ec,current,incremental,38.81075,17581400,1559808,4,46.160666000000006
medium,whisper.cpp,updates,4,852997152e4ea554922aac6540c12e112deeb4e4,current,incremental,32.903915999999995,17581400,2059378,5,50.554916999999996
medium,whisper.cpp,updates,4,852997152e4ea554922aac6540c12e112deeb4e4,main,incremental,44.234833,17581400,2059378,5,50.554916999999996
medium,whisper.cpp,updates,5,a0614d9ea446915afde48e82e0d6697773c92a18,main,incremental,28.570083,17581400,2115391,6,31.606333
medium,whisper.cpp,updates,5,a0614d9ea446915afde48e82e0d6697773c92a18,current,incremental,18.459209,17581400,2115391,6,31.606333
medium,whisper.cpp,updates,6,b6571e4a55279381fd342c4c9f9ab715f57bd217,main,incremental,32.332916000000004,17581400,2483184,7,52.785332999999994
medium,whisper.cpp,updates,6,b6571e4a55279381fd342c4c9f9ab715f57bd217,current,incremental,23.082708,17581400,2483184,7,52.785332999999994
medium,whisper.cpp,updates,7,ff38b98e5af6f28329e442ebbd4810a64c780867,current,incremental,17.042125000000002,17581400,2501378,8,48.022584
medium,whisper.cpp,updates,7,ff38b98e5af6f28329e442ebbd4810a64c780867,main,incremental,27.243125,17581400,2501378,8,48.022584
medium,whisper.cpp,updates,8,530e3f4834477a267889796e3edd3bdde228ed75,main,rebuild,222.415959,17641878,0,1,30.772167
medium,whisper.cpp,updates,8,530e3f4834477a267889796e3edd3bdde228ed75,current,incremental,18.211374999999997,17581400,2520204,9,30.772167
medium,whisper.cpp,updates,9,97d0da26a2e90861a7616a2e12ca4f1e2ed3cbde,main,incremental,26.261833,17641878,62045,2,52.737417
medium,whisper.cpp,updates,9,97d0da26a2e90861a7616a2e12ca4f1e2ed3cbde,current,incremental,18.462625,17581400,2582249,10,52.737417
medium,whisper.cpp,updates,10,fa4d244c939ab9f14e0ce31a08ca85a5bb16353b,current,incremental,17.04725,17581400,2623759,11,42.145458
medium,whisper.cpp,updates,10,fa4d244c939ab9f14e0ce31a08ca85a5bb16353b,main,incremental,28.257667,17641878,103555,3,42.145458
medium,whisper.cpp,updates,11,7f78e1b4694bdae54e8c9101b96be14f89b76f02,main,incremental,32.934166,17641878,602286,4,30.519375
medium,whisper.cpp,updates,11,7f78e1b4694bdae54e8c9101b96be14f89b76f02,current,incremental,24.273041,17581400,3122490,12,30.519375
medium,whisper.cpp,updates,12,0a150873efb17f3b21e92c83d705bbfdce200bd0,main,incremental,27.763208000000002,17641878,621202,5,52.848042
medium,whisper.cpp,updates,12,0a150873efb17f3b21e92c83d705bbfdce200bd0,current,incremental,20.271375000000003,17581400,3141406,13,52.848042
medium,whisper.cpp,updates,13,ba99c098669484ad18978f2b18557726709fba12,current,incremental,33.739290999999994,17581400,3908189,14,50.061833
medium,whisper.cpp,updates,13,ba99c098669484ad18978f2b18557726709fba12,main,incremental,45.987375,17641878,1387985,6,50.061833
medium,whisper.cpp,updates,14,caea96f6ceef38c2fe6d6e0332c83ae42436b264,main,incremental,36.470542,17641878,1948182,7,29.73425
medium,whisper.cpp,updates,14,caea96f6ceef38c2fe6d6e0332c83ae42436b264,current,incremental,27.317959,17581400,4468386,15,29.73425
medium,whisper.cpp,updates,15,4c38040fd3b3241a171bbc9ef218cf34dfdd5994,main,incremental,47.54625,17641878,2587485,8,41.2765
medium,whisper.cpp,updates,15,4c38040fd3b3241a171bbc9ef218cf34dfdd5994,current,incremental,37.577792,17581400,5107689,16,41.2765
medium,whisper.cpp,updates,16,d501a0a3e8a50e5fcef657e558ff95f51a91c4d5,current,incremental,35.57475,17581400,5801593,17,48.542417
medium,whisper.cpp,updates,16,d501a0a3e8a50e5fcef657e558ff95f51a91c4d5,main,rebuild,235.10804199999998,17682561,0,1,48.542417
medium,whisper.cpp,updates,17,590fe189021127f8a8255968e124c892293a9703,main,incremental,28.773583,17682561,18973,2,32.120999999999995
medium,whisper.cpp,updates,17,590fe189021127f8a8255968e124c892293a9703,current,incremental,21.073917,17581400,5820566,18,32.120999999999995
medium,whisper.cpp,updates,18,e644752070ed07294219e787cc10d2697888f96d,main,incremental,26.391583999999998,17682561,103044,3,49.283500000000004
medium,whisper.cpp,updates,18,e644752070ed07294219e787cc10d2697888f96d,current,incremental,20.814083,17581400,5904637,19,49.283500000000004
medium,whisper.cpp,updates,19,325c8d16c1264ae0b0f057b45bcb87be32a8f89f,current,incremental,23.521250000000002,17581400,6311633,20,49.073
medium,whisper.cpp,updates,19,325c8d16c1264ae0b0f057b45bcb87be32a8f89f,main,incremental,33.696708,17682561,510040,4,49.073
medium,whisper.cpp,updates,20,308fa4f8a2beec1f76062727d4b1ca0a4dcbafff,main,incremental,29.393584,17682561,529013,5,30.738083
medium,whisper.cpp,updates,20,308fa4f8a2beec1f76062727d4b1ca0a4dcbafff,current,incremental,20.5375,17581400,6330606,21,30.738083
medium,whisper.cpp,updates,21,285f1ffd99d6b1ce97a59fc5978574140c0f7846,main,incremental,30.150084,17682561,828266,6,50.890375
medium,whisper.cpp,updates,21,285f1ffd99d6b1ce97a59fc5978574140c0f7846,current,incremental,22.958958000000003,17581400,6629859,22,50.890375
medium,whisper.cpp,updates,22,2a11026cfe3a660673e8c8c37dac18541ea3b1f6,current,incremental,32.33625,17581400,7130501,23,50.261083
medium,whisper.cpp,updates,22,2a11026cfe3a660673e8c8c37dac18541ea3b1f6,main,incremental,44.015167,17682561,1328908,7,50.261083
medium,whisper.cpp,updates,23,b33bbc5c4eef7a435de6f907d6ff4547274684ed,main,incremental,32.748959,17682561,1347935,8,31.828833
medium,whisper.cpp,updates,23,b33bbc5c4eef7a435de6f907d6ff4547274684ed,current,incremental,21.912582999999998,17581400,7149528,24,31.828833
medium,whisper.cpp,updates,24,c969c68b544cd2e90052b58647b52ce67bd93575,main,rebuild,222.056667,17690928,0,1,48.746666
medium,whisper.cpp,updates,24,c969c68b544cd2e90052b58647b52ce67bd93575,current,incremental,38.650042,17581400,8251263,25,48.746666
medium,whisper.cpp,updates,25,c68f20555aa9ff91dbec5d6c23e8a862174e4d8f,current,rebuild,209.91383299999998,17691586,0,1,48.073375
medium,whisper.cpp,updates,25,c68f20555aa9ff91dbec5d6c23e8a862174e4d8f,main,incremental,31.726125,17690928,284378,2,48.073375
medium,whisper.cpp,updates,26,3d4e0e9858ffc1d4446d8b4ce7d4385d696e3cb6,main,incremental,35.553583,17690928,573640,3,30.244833
medium,whisper.cpp,updates,26,3d4e0e9858ffc1d4446d8b4ce7d4385d696e3cb6,current,incremental,23.383000000000003,17691586,289262,2,30.244833
medium,whisper.cpp,updates,27,3ad8b9b217e7d0d8a829e9344dbe35bfdf19dc64,main,incremental,30.483,17690928,846308,4,48.139250000000004
medium,whisper.cpp,updates,27,3ad8b9b217e7d0d8a829e9344dbe35bfdf19dc64,current,incremental,22.053,17691586,561930,3,48.139250000000004
medium,whisper.cpp,updates,28,5e494599a4521878eb937765b5811f28ff314888,current,incremental,18.304958,17691586,628225,4,46.909416
medium,whisper.cpp,updates,28,5e494599a4521878eb937765b5811f28ff314888,main,incremental,27.398125,17690928,912603,5,46.909416
medium,whisper.cpp,updates,29,b66593ef1bd6971f3eafa3ab79f0c86c92a4e8e0,main,incremental,29.675875,17690928,931658,6,32.041292
medium,whisper.cpp,updates,29,b66593ef1bd6971f3eafa3ab79f0c86c92a4e8e0,current,incremental,19.556250000000002,17691586,647280,5,32.041292
medium,whisper.cpp,updates,30,1e0f38257378496e822093d61fb154f2e55c7236,main,incremental,29.762833,17690928,950743,7,47.09525
medium,whisper.cpp,updates,30,1e0f38257378496e822093d61fb154f2e55c7236,current,incremental,18.542666999999998,17691586,666365,6,47.09525
medium,whisper.cpp,updates,31,43acf3d6e84b210e72a5263f72f4d8fa97e540fd,current,incremental,18.371333,17691586,726484,7,50.630250000000004
medium,whisper.cpp,updates,31,43acf3d6e84b210e72a5263f72f4d8fa97e540fd,main,incremental,28.340209,17690928,1010862,8,50.630250000000004
medium,whisper.cpp,updates,32,4b2243a6c20c4503f42ab47eeeddc274f5a917b1,main,rebuild,223.621167,17701374,0,1,30.284583
medium,whisper.cpp,updates,32,4b2243a6c20c4503f42ab47eeeddc274f5a917b1,current,incremental,21.097334,17691586,961154,8,30.284583
medium,whisper.cpp,updates,33,e5c9e3e3e9a9c3f1763c54803229ce393f3669d1,main,incremental,29.034584,17701374,111290,2,49.9095
medium,whisper.cpp,updates,33,e5c9e3e3e9a9c3f1763c54803229ce393f3669d1,current,incremental,21.332417,17691586,1072444,9,49.9095
medium,whisper.cpp,updates,34,35d9e2237e7e8a6a716cd3d517ba46ba62bb1bed,current,incremental,17.781291,17691586,1076842,10,50.225792
medium,whisper.cpp,updates,34,35d9e2237e7e8a6a716cd3d517ba46ba62bb1bed,main,incremental,27.664375,17701374,115688,3,50.225792
medium,whisper.cpp,updates,35,e900a732c8908510bc4e932544daab86c8790a12,main,incremental,27.326625,17701374,140310,4,30.633167
medium,whisper.cpp,updates,35,e900a732c8908510bc4e932544daab86c8790a12,current,incremental,18.790582999999998,17691586,1101464,11,30.633167
medium,whisper.cpp,updates,36,e9583f075aafaea362afd80a87fdac74a0f54256,main,incremental,61.832,17701374,3093996,5,48.934167
medium,whisper.cpp,updates,36,e9583f075aafaea362afd80a87fdac74a0f54256,current,incremental,55.193833,17691586,4055150,12,48.934167
medium,whisper.cpp,updates,37,749683d30f40845d14f0da8d7df64f219c6db1c5,current,incremental,22.899917,17691586,4400243,13,52.138999999999996
medium,whisper.cpp,updates,37,749683d30f40845d14f0da8d7df64f219c6db1c5,main,incremental,33.298500000000004,17701374,3439089,6,52.138999999999996
medium,whisper.cpp,updates,38,4089fa628a00d026b8090616fc4d595ab36ccbd1,main,incremental,29.93175,17701374,3546946,7,32.107749999999996
medium,whisper.cpp,updates,38,4089fa628a00d026b8090616fc4d595ab36ccbd1,current,incremental,19.917834,17691586,4508100,14,32.107749999999996
medium,whisper.cpp,updates,39,e5c96ca45da0d38b0d4a0967e83ec413e530b3d9,main,incremental,29.883958,17701374,3566046,8,48.253542
medium,whisper.cpp,updates,39,e5c96ca45da0d38b0d4a0967e83ec413e530b3d9,current,incremental,21.321832999999998,17691586,4527200,15,48.253542
medium,whisper.cpp,updates,40,01ebd225a7784bfb8245b98f2ebd8a4589f32421,current,incremental,17.782125,17691586,4552186,16,52.748416
medium,whisper.cpp,updates,40,01ebd225a7784bfb8245b98f2ebd8a4589f32421,main,rebuild,217.67624999999998,17708210,0,1,52.748416
medium,whisper.cpp,updates,41,db00b0196b1be6af1bf184c8948a50fc3120fcb5,main,incremental,44.062084,17708210,730005,2,30.690833
medium,whisper.cpp,updates,41,db00b0196b1be6af1bf184c8948a50fc3120fcb5,current,incremental,35.504958,17691586,5282191,17,30.690833
medium,whisper.cpp,updates,42,96dddd87f20b470a721a3c2bd25aba63a045a6a8,main,incremental,29.525125,17708210,842183,3,48.860375
medium,whisper.cpp,updates,42,96dddd87f20b470a721a3c2bd25aba63a045a6a8,current,incremental,21.372708,17691586,5394369,18,48.860375
medium,whisper.cpp,updates,43,6ce7b89952fd07d0db62e99fb15c231ca3979714,current,incremental,34.236250000000005,17691586,6041928,19,48.440166
medium,whisper.cpp,updates,43,6ce7b89952fd07d0db62e99fb15c231ca3979714,main,incremental,43.864166000000004,17708210,1489742,4,48.440166
medium,whisper.cpp,updates,44,76a51e82d7cb548eecc880e108fdfc0d7040be57,main,incremental,32.365709,17708210,1851737,5,30.838875
medium,whisper.cpp,updates,44,76a51e82d7cb548eecc880e108fdfc0d7040be57,current,incremental,24.716792,17691586,6403923,20,30.838875
medium,whisper.cpp,updates,45,b0f4bc02ed1f15a0d63eca3cc8af7e4d6a481d59,main,incremental,32.094791,17708210,2185008,6,47.81125
medium,whisper.cpp,updates,45,b0f4bc02ed1f15a0d63eca3cc8af7e4d6a481d59,current,incremental,24.293458,17691586,6737194,21,47.81125
medium,whisper.cpp,updates,46,7614a4c1398708ea1a6575d0e3b659f14bb2f7e3,current,incremental,20.468792,17691586,6756464,22,51.175542
medium,whisper.cpp,updates,46,7614a4c1398708ea1a6575d0e3b659f14bb2f7e3,main,incremental,29.769875000000003,17708210,2204278,7,51.175542
medium,whisper.cpp,updates,47,c1be45b89016bb11b1460618c97b1e077adcd9a7,main,incremental,31.807333,17708210,2481418,8,30.077958
medium,whisper.cpp,updates,47,c1be45b89016bb11b1460618c97b1e077adcd9a7,current,incremental,23.009541000000002,17691586,7033604,23,30.077958
medium,whisper.cpp,updates,48,c648b9a4d0fbb0dd3db9d19149714f77cef43af2,main,rebuild,222.629833,17735804,0,1,46.4335
medium,whisper.cpp,updates,48,c648b9a4d0fbb0dd3db9d19149714f77cef43af2,current,incremental,23.157458,17691586,7219324,24,46.4335
medium,whisper.cpp,updates,49,088c603e2951f3bf5b7ce59438523c541580faa1,current,incremental,33.586875,17691586,7764517,25,51.703916
medium,whisper.cpp,updates,49,088c603e2951f3bf5b7ce59438523c541580faa1,main,incremental,44.569875,17735804,545193,2,51.703916
medium,whisper.cpp,updates,50,c6934d0fcf562ada5493208f6aa5804947f37b64,main,incremental,32.197458,17735804,797666,3,31.946250000000003
medium,whisper.cpp,updates,50,c6934d0fcf562ada5493208f6aa5804947f37b64,current,incremental,23.5605,17691586,8016990,26,31.946250000000003
medium,whisper.cpp,updates,51,2f608ab4f8a1107f87aa372c7f3d7492e63438fe,main,incremental,29.786958,17735804,1150430,4,49.278792
medium,whisper.cpp,updates,51,2f608ab4f8a1107f87aa372c7f3d7492e63438fe,current,incremental,22.493458,17691586,8369754,27,49.278792
medium,whisper.cpp,updates,52,dbc40efce86f37fad93ecf211d3064f8ac79cff6,current,rebuild,201.684375,17774804,0,1,47.181042
medium,whisper.cpp,updates,52,dbc40efce86f37fad93ecf211d3064f8ac79cff6,main,incremental,32.4465,17735804,1433070,5,47.181042
medium,whisper.cpp,updates,53,f22bb2ea4d96da2bf8cce738805c96c0c805a203,main,incremental,30.297541000000002,17735804,1550864,6,30.199334
medium,whisper.cpp,updates,53,f22bb2ea4d96da2bf8cce738805c96c0c805a203,current,incremental,19.422792,17774804,117794,2,30.199334
medium,whisper.cpp,updates,54,8e54c659b583c1a159f7164f9de338844f30f779,main,incremental,28.902875,17735804,1570169,7,54.284541999999995
medium,whisper.cpp,updates,54,8e54c659b583c1a159f7164f9de338844f30f779,current,incremental,21.649874999999998,17774804,137099,3,54.284541999999995
medium,whisper.cpp,updates,55,5032008bc86f37d62f2fc3a4cbab6131e5dc10c9,current,incremental,19.461833000000002,17774804,293125,4,44.110707999999995
medium,whisper.cpp,updates,55,5032008bc86f37d62f2fc3a4cbab6131e5dc10c9,main,incremental,29.236334,17735804,1726195,8,44.110707999999995
medium,whisper.cpp,updates,56,4f3a2a4b79e32efae8d291cae9322689454be368,main,rebuild,228.267,17783297,0,1,30.840291999999998
medium,whisper.cpp,updates,56,4f3a2a4b79e32efae8d291cae9322689454be368,current,incremental,23.159875,17774804,584601,5,30.840291999999998
medium,whisper.cpp,updates,57,870db2afa1a03001b941b920abb761729ba69f9a,main,incremental,28.880291999999997,17783297,19341,2,49.720583
medium,whisper.cpp,updates,57,870db2afa1a03001b941b920abb761729ba69f9a,current,incremental,20.510917,17774804,603942,6,49.720583
medium,whisper.cpp,updates,58,a245a8f48f4c59bb8da2eaa710d053c726f37c59,current,incremental,18.114291,17774804,775734,7,51.945541
medium,whisper.cpp,updates,58,a245a8f48f4c59bb8da2eaa710d053c726f37c59,main,incremental,31.050792,17783297,191133,3,51.945541
medium,whisper.cpp,updates,59,8cca1a3616d854200a48922966552daf6cff2433,main,incremental,29.8175,17783297,355638,4,30.929709
medium,whisper.cpp,updates,59,8cca1a3616d854200a48922966552daf6cff2433,current,incremental,21.192167,17774804,940239,8,30.929709
medium,whisper.cpp,updates,60,5f07f856c50c0480af1b0fa883f84068a1cd0e7f,main,incremental,29.147709000000003,17783297,375068,5,47.960417
medium,whisper.cpp,updates,60,5f07f856c50c0480af1b0fa883f84068a1cd0e7f,current,incremental,20.772083,17774804,959669,9,47.960417
medium,whisper.cpp,updates,61,408faaafcedc643e8feb77a3b2536a855fcd6549,current,incremental,18.685834,17774804,980054,10,49.354375
medium,whisper.cpp,updates,61,408faaafcedc643e8feb77a3b2536a855fcd6549,main,incremental,28.08225,17783297,395453,6,49.354375
medium,whisper.cpp,updates,62,f162a194754838c2468d1d02600182154ba41a63,main,metadata,25.495708,17783297,375068,5,30.339291
medium,whisper.cpp,updates,62,f162a194754838c2468d1d02600182154ba41a63,current,incremental,17.349208,17774804,995959,11,30.339291
medium,whisper.cpp,updates,63,2c486783abfafacdffbc661f0bba0b31e8994eb7,main,incremental,31.269416,17783297,643215,6,51.2155
medium,whisper.cpp,updates,63,2c486783abfafacdffbc661f0bba0b31e8994eb7,current,incremental,22.75825,17774804,1264106,12,51.2155
medium,whisper.cpp,updates,64,fcc2feee2fee5e6df76847aeaaa5bdb1eead3352,current,incremental,17.446584,17774804,1346643,13,48.412209
medium,whisper.cpp,updates,64,fcc2feee2fee5e6df76847aeaaa5bdb1eead3352,main,incremental,28.680500000000002,17783297,725752,7,48.412209
medium,whisper.cpp,updates,65,c94921f8c6787ee12af882672ed91af9982b91cc,main,incremental,29.406042,17783297,876956,8,30.856417
medium,whisper.cpp,updates,65,c94921f8c6787ee12af882672ed91af9982b91cc,current,incremental,19.714833000000002,17774804,1497847,14,30.856417
medium,whisper.cpp,updates,66,35133c94c5aa00f39ad4d79513c5e57cd6de0cb3,main,rebuild,224.262792,17799321,0,1,47.837416
medium,whisper.cpp,updates,66,35133c94c5aa00f39ad4d79513c5e57cd6de0cb3,current,incremental,36.316833,17774804,2022806,15,47.837416
medium,whisper.cpp,updates,67,d57ae98246c503fad649a8d715ff995b1b867ba6,current,incremental,17.2285,17774804,2078627,16,53.150000000000006
medium,whisper.cpp,updates,67,d57ae98246c503fad649a8d715ff995b1b867ba6,main,incremental,29.610750000000003,17799321,55821,2,53.150000000000006
medium,whisper.cpp,updates,68,a9e58612c5145ba47b101889b3f08386a7f42f23,main,incremental,43.478,17799321,703386,3,30.955582999999997
medium,whisper.cpp,updates,68,a9e58612c5145ba47b101889b3f08386a7f42f23,current,incremental,35.178374999999996,17774804,2726192,17,30.955582999999997
medium,whisper.cpp,updates,69,1c7d35e14af94778e40f92afb727fd9eb159783b,main,incremental,27.407791,17799321,719804,4,49.678875
medium,whisper.cpp,updates,69,1c7d35e14af94778e40f92afb727fd9eb159783b,current,incremental,18.733791,17774804,2742610,18,49.678875
medium,whisper.cpp,updates,70,dc70853ec28bdfc716641111f37cee0fe4bd8a91,current,incremental,23.054374999999997,17774804,3201905,19,55.148709
medium,whisper.cpp,updates,70,dc70853ec28bdfc716641111f37cee0fe4bd8a91,main,incremental,34.68425,17799321,1179099,5,55.148709
medium,whisper.cpp,updates,71,c2b400754bac2de1f4f74bfac9eb33474daa631e,main,incremental,30.402542,17799321,1284443,6,31.871167
medium,whisper.cpp,updates,71,c2b400754bac2de1f4f74bfac9eb33474daa631e,current,incremental,20.858458,17774804,3307249,20,31.871167
medium,whisper.cpp,updates,72,519df618df430b9288cb62de6eb4e5568965526c,main,incremental,34.093833,17799321,1861029,7,50.260667000000005
medium,whisper.cpp,updates,72,519df618df430b9288cb62de6eb4e5568965526c,current,incremental,24.75425,17774804,3883835,21,50.260667000000005
medium,whisper.cpp,updates,73,4d343d7c05c36bc863536cab9d042b96acf0eb9c,current,incremental,19.003249999999998,17774804,3994640,22,52.612666000000004
medium,whisper.cpp,updates,73,4d343d7c05c36bc863536cab9d042b96acf0eb9c,main,incremental,29.575875,17799321,1971834,8,52.612666000000004
medium,whisper.cpp,updates,74,3a1c7d6b6f47efeb69bde410b0003129563fa9f7,main,rebuild,226.26958299999998,17811939,0,1,30.522000000000002
medium,whisper.cpp,updates,74,3a1c7d6b6f47efeb69bde410b0003129563fa9f7,current,incremental,22.70475,17774804,4131171,23,30.522000000000002
medium,whisper.cpp,updates,75,1bdda1e36676acd6f18d004494ab31847a92ae00,main,incremental,29.961374999999997,17811939,19507,2,53.225875
medium,whisper.cpp,updates,75,1bdda1e36676acd6f18d004494ab31847a92ae00,current,incremental,22.326542,17774804,4150678,24,53.225875
medium,whisper.cpp,updates,76,37f0f443d72003a83f1d95a8681ab194a254d7d6,current,incremental,23.196583,17774804,4486413,25,50.141708
medium,whisper.cpp,updates,76,37f0f443d72003a83f1d95a8681ab194a254d7d6,main,incremental,32.339332999999996,17811939,355242,3,50.141708
medium,whisper.cpp,updates,77,e5605697ce4dce019370afae61b7d222f2fb4bbf,main,incremental,33.040917,17811939,589909,4,30.141208
medium,whisper.cpp,updates,77,e5605697ce4dce019370afae61b7d222f2fb4bbf,current,incremental,23.691125,17774804,4721080,26,30.141208
medium,whisper.cpp,updates,78,a704770e3bdcce27c61b2a7695c6885ee79b6432,main,incremental,29.138291,17811939,716838,5,52.342
medium,whisper.cpp,updates,78,a704770e3bdcce27c61b2a7695c6885ee79b6432,current,incremental,24.283791,17774804,4848009,27,52.342
medium,whisper.cpp,updates,79,f24a38605b729b4ab6546ccbde2d9f92d773558f,current,incremental,22.629958,17774804,5139545,28,45.771709
medium,whisper.cpp,updates,79,f24a38605b729b4ab6546ccbde2d9f92d773558f,main,incremental,32.562542,17811939,1008374,6,45.771709
medium,whisper.cpp,updates,80,47d348a2780fd70c8b50906a5c12cf0cc9a1b3fa,main,incremental,44.834083,17811939,1655941,7,32.183166
medium,whisper.cpp,updates,80,47d348a2780fd70c8b50906a5c12cf0cc9a1b3fa,current,incremental,36.21675,17774804,5787112,29,32.183166
medium,whisper.cpp,updates,81,25350b579e7e957b4f005400fe72b40162082b18,main,incremental,32.798708000000005,17811939,1917639,8,48.021
medium,whisper.cpp,updates,81,25350b579e7e957b4f005400fe72b40162082b18,current,incremental,24.57,17774804,6048810,30,48.021
medium,whisper.cpp,updates,82,d55d345e696debc6c8be4899b60c0238e621c792,current,incremental,21.141416,17774804,6205353,31,52.2245
medium,whisper.cpp,updates,82,d55d345e696debc6c8be4899b60c0238e621c792,main,rebuild,221.17279100000002,17824476,0,1,52.2245
medium,whisper.cpp,updates,83,4dd48dde357afef5c208adad869082edf94e70b1,main,incremental,32.226709,17824476,346629,2,29.828625000000002
medium,whisper.cpp,updates,83,4dd48dde357afef5c208adad869082edf94e70b1,current,incremental,24.8495,17774804,6551982,32,29.828625000000002
medium,whisper.cpp,updates,84,0a4a95c86e592a8d2136e3316d2d6496c5033d14,main,incremental,27.721375,17824476,530669,3,51.337666
medium,whisper.cpp,updates,84,0a4a95c86e592a8d2136e3316d2d6496c5033d14,current,incremental,22.468417000000002,17774804,6736022,33,51.337666
medium,whisper.cpp,updates,85,d784add75f41c7487da2b2b5c9ebc224f3b4e289,current,incremental,38.280084,17774804,7572900,34,54.165625
medium,whisper.cpp,updates,85,d784add75f41c7487da2b2b5c9ebc224f3b4e289,main,incremental,47.115958,17824476,1367547,4,54.165625
medium,whisper.cpp,updates,86,36f170e5fe39b566eb2afe1d2ed74b567cd54fc9,main,incremental,34.485875,17824476,1743271,5,32.333958
medium,whisper.cpp,updates,86,36f170e5fe39b566eb2afe1d2ed74b567cd54fc9,current,incremental,26.138958,17774804,7948624,35,32.333958
medium,whisper.cpp,updates,87,d1e0e6491ff3735a09db4b160524e0dd4488a4e4,main,incremental,33.029958,17824476,2104672,6,54.256834
medium,whisper.cpp,updates,87,d1e0e6491ff3735a09db4b160524e0dd4488a4e4,current,incremental,27.115875000000003,17774804,8310025,36,54.256834
medium,whisper.cpp,updates,88,e1bbe405209c6e6836f9416a5df4363fe44cddb0,current,incremental,19.568708,17774804,8361169,37,50.317
medium,whisper.cpp,updates,88,e1bbe405209c6e6836f9416a5df4363fe44cddb0,main,incremental,28.918625,17824476,2155816,7,50.317
medium,whisper.cpp,updates,89,f32e6fa0c8f1a78fafe4a911821e660b76a2c02d,main,incremental,28.436792,17824476,2249209,8,30.553167
medium,whisper.cpp,updates,89,f32e6fa0c8f1a78fafe4a911821e660b76a2c02d,current,rebuild,204.940125,17985643,0,1,30.553167
medium,whisper.cpp,updates,90,1b37beadd76496ed4081998150c2b8a81783b7a0,main,rebuild,227.656709,17986033,0,1,47.354583999999996
medium,whisper.cpp,updates,90,1b37beadd76496ed4081998150c2b8a81783b7a0,current,incremental,20.251833,17985643,38395,2,47.354583999999996
medium,whisper.cpp,updates,91,e2389eb99cf5796659495c0066bb491fb52a354f,current,incremental,19.225334,17985643,288268,3,49.897083
medium,whisper.cpp,updates,91,e2389eb99cf5796659495c0066bb491fb52a354f,main,incremental,30.399708,17986033,249873,2,49.897083
medium,whisper.cpp,updates,92,140e57a4e20af04e8e00930798474a4707f0ee47,main,incremental,32.070375,17986033,579743,3,30.523958
