tier,repository,sequence,step,commit,version,phase,wall_ms,base_bytes,middle_bytes,segments,rg_wall_ms
medium,whisper.cpp,updates,92,140e57a4e20af04e8e00930798474a4707f0ee47,current,incremental,22.534834,17985643,618138,4,30.523958
medium,whisper.cpp,updates,93,11d4eec830119e58f880df52df97f63a3a26f6c5,main,incremental,30.74,17986033,599250,4,53.625916000000004
medium,whisper.cpp,updates,93,11d4eec830119e58f880df52df97f63a3a26f6c5,current,incremental,20.87125,17985643,637645,5,53.625916000000004
medium,whisper.cpp,updates,94,a937f4e8efba28c0da4187617434676572355107,current,incremental,17.121707999999998,17985643,694794,6,50.469834
medium,whisper.cpp,updates,94,a937f4e8efba28c0da4187617434676572355107,main,incremental,29.989459,17986033,656399,5,50.469834
medium,whisper.cpp,updates,95,52a939a2a762224e255d366c1182b2af4dd1a032,main,incremental,27.812791,17986033,656871,6,31.000957999999997
medium,whisper.cpp,updates,95,52a939a2a762224e255d366c1182b2af4dd1a032,current,incremental,19.321416,17985643,695266,7,31.000957999999997
medium,whisper.cpp,updates,96,61e6ccade0849f0f518c6decd1f25b3f9fb77b76,main,incremental,28.397208,17986033,762181,7,51.192792000000004
medium,whisper.cpp,updates,96,61e6ccade0849f0f518c6decd1f25b3f9fb77b76,current,incremental,20.660791,17985643,800576,8,51.192792000000004
medium,whisper.cpp,updates,97,79f2d921129284a850f654c6ff80ba6cfdeda16f,current,incremental,16.846875,17985643,830822,9,45.729042
medium,whisper.cpp,updates,97,79f2d921129284a850f654c6ff80ba6cfdeda16f,main,incremental,29.727041999999997,17986033,792427,8,45.729042
medium,whisper.cpp,updates,98,cec4dbe5d5a18b0c1b15a7e9c526c35bd8d46a96,main,rebuild,225.762833,17986659,0,1,32.09625
medium,whisper.cpp,updates,98,cec4dbe5d5a18b0c1b15a7e9c526c35bd8d46a96,current,incremental,18.634874999999997,17985643,835874,10,32.09625
medium,whisper.cpp,updates,99,6d0ed914991cac42ace012a05588880801831343,main,incremental,33.452458,17986659,348701,2,53.483999999999995
medium,whisper.cpp,updates,99,6d0ed914991cac42ace012a05588880801831343,current,incremental,24.883625,17985643,1184575,11,53.483999999999995
medium,whisper.cpp,updates,100,c44b60b8053bbf2a5c1e014f11323fb3f2485177,current,incremental,23.275125,17985643,1533281,12,53.835415999999995
medium,whisper.cpp,updates,100,c44b60b8053bbf2a5c1e014f11323fb3f2485177,main,incremental,34.150417000000004,17986659,697407,3,53.835415999999995
medium,whisper.cpp,rollbacks,99,6d0ed914991cac42ace012a05588880801831343,main,metadata,25.866459000000003,17986659,348701,2,53.70975
medium,whisper.cpp,rollbacks,99,6d0ed914991cac42ace012a05588880801831343,current,incremental,23.895833,17985643,1881982,13,53.70975
medium,whisper.cpp,rollbacks,50,c6934d0fcf562ada5493208f6aa5804947f37b64,current,incremental,60.21775,17985643,5565132,14,54.623083
medium,whisper.cpp,rollbacks,50,c6934d0fcf562ada5493208f6aa5804947f37b64,main,metadata,25.694042,17735804,797666,3,54.623083
medium,whisper.cpp,rollbacks,0,5271734e0e4e1761c601dc4fcf41a877e22d3a80,main,metadata,26.492915999999997,17581400,0,1,32.17625
medium,whisper.cpp,rollbacks,0,5271734e0e4e1761c601dc4fcf41a877e22d3a80,current,rebuild,240.33874999999998,17581400,0,1,32.17625
medium,whisper.cpp,rollbacks,100,c44b60b8053bbf2a5c1e014f11323fb3f2485177,main,metadata,24.988584,17986659,697407,3,53.361208
medium,whisper.cpp,rollbacks,100,c44b60b8053bbf2a5c1e014f11323fb3f2485177,current,incremental,76.86791699999999,17581400,5535285,2,53.361208
large,vLLM,updates,1,4ae6228284c4e9776f62d0867f543e621864176c,current,incremental,57.981167,63384504,154330,2,166.764209
large,vLLM,updates,1,4ae6228284c4e9776f62d0867f543e621864176c,main,incremental,74.287458,63384504,154330,2,166.764209
large,vLLM,updates,2,da8ec2826898d47bd2fb424bc607052a6dc515c1,main,incremental,76.870834,63384504,407190,3,95.724333
large,vLLM,updates,2,da8ec2826898d47bd2fb424bc607052a6dc515c1,current,incremental,64.954667,63384504,407190,3,95.724333
large,vLLM,updates,3,98ed0856f31fa3aaf5e27464e2b4ef5a8ee6b2f5,main,incremental,105.359583,63384504,3963633,4,166.727583
large,vLLM,updates,3,98ed0856f31fa3aaf5e27464e2b4ef5a8ee6b2f5,current,incremental,96.40112500000001,63384504,3963633,4,166.727583
large,vLLM,updates,4,d410fc12f30b4224fca71a2faca75dcd4a5c3557,current,incremental,55.31875,63384504,4050850,5,170.29325
large,vLLM,updates,4,d410fc12f30b4224fca71a2faca75dcd4a5c3557,main,incremental,76.38758299999999,63384504,4050850,5,170.29325
large,vLLM,updates,5,d4d703caf908786416585ceb1f369e2e0363358b,main,incremental,73.553917,63384504,4199136,6,94.938583
large,vLLM,updates,5,d4d703caf908786416585ceb1f369e2e0363358b,current,incremental,64.871458,63384504,4199136,6,94.938583
large,vLLM,updates,6,b7624069ff023043b39ba4ea67ae5f6045556819,main,incremental,74.650708,63384504,4376698,7,168.49575
large,vLLM,updates,6,b7624069ff023043b39ba4ea67ae5f6045556819,current,incremental,60.977542,63384504,4376698,7,168.49575
large,vLLM,updates,7,8bf39632b86df21fa9bfbb470ce8305bf67a5838,current,incremental,60.384750000000004,63384504,4556945,8,162.81716600000001
large,vLLM,updates,7,8bf39632b86df21fa9bfbb470ce8305bf67a5838,main,incremental,77.241708,63384504,4556945,8,162.81716600000001
large,vLLM,updates,8,21a22110404d98dcab5f51cd90e9acb0acc15e47,main,rebuild,837.074458,63861305,0,1,95.452292
large,vLLM,updates,8,21a22110404d98dcab5f51cd90e9acb0acc15e47,current,incremental,67.973291,63384504,4885810,9,95.452292
large,vLLM,updates,9,2db1c4dc31c58bc4fd1f5fc48dbfceebc598e502,main,incremental,78.958375,63861305,423768,2,169.623334
large,vLLM,updates,9,2db1c4dc31c58bc4fd1f5fc48dbfceebc598e502,current,middle_merge,76.213959,63384504,5226976,7,169.623334
large,vLLM,updates,10,fc8f10792c59011447b56b41d4c8b1048673e939,current,incremental,59.67975,63384504,5310521,8,155.701292
large,vLLM,updates,10,fc8f10792c59011447b56b41d4c8b1048673e939,main,incremental,74.76629199999999,63861305,507313,3,155.701292
large,vLLM,updates,11,2a336d8239d00565a99752cfa248f2326e2ac8aa,main,incremental,77.91166600000001,63861305,799383,4,94.125
large,vLLM,updates,11,2a336d8239d00565a99752cfa248f2326e2ac8aa,current,incremental,62.201167,63384504,5602591,9,94.125
large,vLLM,updates,12,cee0f92c02112ace7120da45896d27e0fe95ea1e,main,incremental,77.59295900000001,63861305,1151849,5,161.86445799999998
large,vLLM,updates,12,cee0f92c02112ace7120da45896d27e0fe95ea1e,current,middle_merge,76.171625,63384504,5846679,7,161.86445799999998
large,vLLM,updates,13,e41011129bd54c9e8e12b645ea9b964027d2363f,current,incremental,59.306167,63384504,6020926,8,163.504459
large,vLLM,updates,13,e41011129bd54c9e8e12b645ea9b964027d2363f,main,incremental,73.31520800000001,63861305,1326096,6,163.504459
large,vLLM,updates,14,6fdee17f849b1aad5b4d88ff13b475d2e73d8c1a,main,incremental,73.66241699999999,63861305,1393585,7,96.179
large,vLLM,updates,14,6fdee17f849b1aad5b4d88ff13b475d2e73d8c1a,current,incremental,65.76941599999999,63384504,6088415,9,96.179
large,vLLM,updates,15,c7e6e36fa93a5b8cb95b74fa96e4abdf2f0be51d,main,incremental,74.835708,63861305,1550857,8,159.066167
large,vLLM,updates,15,c7e6e36fa93a5b8cb95b74fa96e4abdf2f0be51d,current,middle_merge,72.532417,63384504,6211167,8,159.066167
large,vLLM,updates,16,9509fc8ae61a8eb871a984e759a6d228c930df80,current,incremental,60.965167,63384504,6327374,9,167.2905
large,vLLM,updates,16,9509fc8ae61a8eb871a984e759a6d228c930df80,main,rebuild,836.308166,63921885,0,1,167.2905
large,vLLM,updates,17,bc2ee480738d7dcc558262a0c6d81956b515b050,main,incremental,75.003959,63921885,20757,2,96.945583
large,vLLM,updates,17,bc2ee480738d7dcc558262a0c6d81956b515b050,current,middle_merge,77.865291,63384504,6188117,7,96.945583
large,vLLM,updates,18,579aef4e8dfa2c9d498a702dd04c5ec5db333266,main,incremental,72.86520900000001,63921885,149819,3,160.789458
large,vLLM,updates,18,579aef4e8dfa2c9d498a702dd04c5ec5db333266,current,incremental,63.174499999999995,63384504,6317179,8,160.789458
large,vLLM,updates,19,d6bce42983bc0b2095ad6422dbf1399e219ae572,current,incremental,63.674584,63384504,6712345,9,158.641292
large,vLLM,updates,19,d6bce42983bc0b2095ad6422dbf1399e219ae572,main,incremental,75.05758399999999,63921885,544985,4,158.641292
large,vLLM,updates,20,560ef78bfe734ea894f8a866e50406574021b9f5,main,incremental,80.40558300000001,63921885,1212871,5,95.2025
large,vLLM,updates,20,560ef78bfe734ea894f8a866e50406574021b9f5,current,middle_merge,86.92420800000001,63384504,7100267,7,95.2025
large,vLLM,updates,21,19c018ec05a3be91e2246be6b6f98971e00d6a1c,main,incremental,75.335916,63921885,1330103,6,163.35925
large,vLLM,updates,21,19c018ec05a3be91e2246be6b6f98971e00d6a1c,current,incremental,62.013625000000005,63384504,7217499,8,163.35925
large,vLLM,updates,22,d9e2b5238d4a42341db3374226890a801357c646,current,incremental,60.58475,63384504,7507017,9,156.518542
large,vLLM,updates,22,d9e2b5238d4a42341db3374226890a801357c646,main,incremental,80.3835,63921885,1619621,7,156.518542
large,vLLM,updates,23,7dc30f5a663d1d3fcadf73ffd297682b56a69197,main,incremental,77.44479199999999,63921885,1692067,8,95.549791
large,vLLM,updates,23,7dc30f5a663d1d3fcadf73ffd297682b56a69197,current,middle_merge,72.487709,63384504,7575780,9,95.549791
large,vLLM,updates,24,25268f0c9c173aa6557a3eebf7d7a87fa91fec3a,main,rebuild,839.288958,63948998,0,1,148.178666
large,vLLM,updates,24,25268f0c9c173aa6557a3eebf7d7a87fa91fec3a,current,middle_merge,79.00075,63384504,8020497,8,148.178666
large,vLLM,updates,25,a26b71d868102dea759d469eaf6f08be0765d831,current,incremental,65.524792,63384504,8418989,9,160.13012500000002
large,vLLM,updates,25,a26b71d868102dea759d469eaf6f08be0765d831,main,incremental,80.077333,63948998,398492,2,160.13012500000002
large,vLLM,updates,26,69cf055936066779cbd54c237739e9ac657ed86b,main,incremental,76.029958,63948998,430424,3,92.3575
large,vLLM,updates,26,69cf055936066779cbd54c237739e9ac657ed86b,current,middle_merge,84.957209,63384504,7906200,7,92.3575
large,vLLM,updates,27,8a0a7ee40a5915dd7330c8f6e6c58ca565566471,main,incremental,78.613916,63948998,868362,4,159.74966700000002
large,vLLM,updates,27,8a0a7ee40a5915dd7330c8f6e6c58ca565566471,current,incremental,67.111084,63384504,8344138,8,159.74966700000002
large,vLLM,updates,28,156050598eea0bb1124b9c106b22ba4a8c56f82a,current,incremental,58.2115,63384504,8446335,9,156.06475
large,vLLM,updates,28,156050598eea0bb1124b9c106b22ba4a8c56f82a,main,incremental,75.774417,63948998,970559,5,156.06475
large,vLLM,updates,29,e35298628fceb490d4ca2a21c0a6e8f63d3c6740,main,incremental,75.231917,63948998,1056871,6,92.77449999999999
large,vLLM,updates,29,e35298628fceb490d4ca2a21c0a6e8f63d3c6740,current,middle_merge,70.156125,63384504,8516435,8,92.77449999999999
large,vLLM,updates,30,78300cdabffbaaffe7625ed34412ec2aec75535c,main,incremental,73.15279199999999,63948998,1164403,7,157.38975
large,vLLM,updates,30,78300cdabffbaaffe7625ed34412ec2aec75535c,current,incremental,64.679792,63384504,8623786,9,157.38975
large,vLLM,updates,31,da55494a125979ffc9d4c1f17d593175cb076bf4,current,middle_merge,72.29675,63384504,8748603,8,154.08629200000001
large,vLLM,updates,31,da55494a125979ffc9d4c1f17d593175cb076bf4,main,incremental,78.17341599999999,63948998,1341282,8,154.08629200000001
large,vLLM,updates,32,8a728663c1c3eeace834a95f5654fa653cc1998c,main,rebuild,843.56475,64060610,0,1,94.588542
large,vLLM,updates,32,8a728663c1c3eeace834a95f5654fa653cc1998c,current,incremental,60.891542,63384504,8900647,9,94.588542
large,vLLM,updates,33,ae2d1ca96fa2a98f92c775acfe8a154748495a27,main,incremental,79.835375,64060610,599053,2,149.385584
large,vLLM,updates,33,ae2d1ca96fa2a98f92c775acfe8a154748495a27,current,middle_merge,90.72566599999999,63384504,9225899,7,149.385584
large,vLLM,updates,34,e862c2f45bc81c72bb84f3807d88d60cfb93d694,current,incremental,60.76025,63384504,9321074,8,157.418584
large,vLLM,updates,34,e862c2f45bc81c72bb84f3807d88d60cfb93d694,main,incremental,74.737084,64060610,694228,3,157.418584
large,vLLM,updates,35,29af8bd672d5a780abd7399c0cc624078202e89d,main,incremental,75.702667,64060610,729111,4,93.47775
large,vLLM,updates,35,29af8bd672d5a780abd7399c0cc624078202e89d,current,incremental,66.665125,63384504,9355957,9,93.47775
large,vLLM,updates,36,8f816a3f665489d7f0d222115d4f72ebab01076b,main,incremental,74.771792,64060610,942400,5,166.00075
large,vLLM,updates,36,8f816a3f665489d7f0d222115d4f72ebab01076b,current,middle_merge,73.260958,63384504,9563427,9,166.00075
large,vLLM,updates,37,a5c9179e731e8d2ec7e03485a3ab0754a5a27182,current,middle_merge,69.669417,63384504,9676987,8,163.36337500000002
large,vLLM,updates,37,a5c9179e731e8d2ec7e03485a3ab0754a5a27182,main,incremental,73.034375,64060610,1118882,6,163.36337500000002
large,vLLM,updates,38,a8693df504404ea0288e480165143d8a216f4220,main,incremental,78.43858300000001,64060610,1135649,7,166.85875
large,vLLM,updates,38,a8693df504404ea0288e480165143d8a216f4220,current,incremental,62.367375,63384504,9693754,9,166.85875
large,vLLM,updates,39,605ca45b917ac0614958c63851c31a3f1c82e20d,main,incremental,74.795916,64060610,1167218,8,162.074666
large,vLLM,updates,39,605ca45b917ac0614958c63851c31a3f1c82e20d,current,middle_merge,66.570542,63384504,9721132,9,162.074666
large,vLLM,updates,40,9cd956c7e6cf54efa366b803cafa15ec6c2df827,current,middle_merge,68.61275,63384504,9752489,9,161.653834
large,vLLM,updates,40,9cd956c7e6cf54efa366b803cafa15ec6c2df827,main,rebuild,857.592833,64078865,0,1,161.653834
large,vLLM,updates,41,fd4a1512628ad17944095263c1fe89598710a3ce,main,incremental,75.395167,64078865,141122,2,96.2555
large,vLLM,updates,41,fd4a1512628ad17944095263c1fe89598710a3ce,current,middle_merge,70.707958,63384504,9878979,9,96.2555
large,vLLM,updates,42,3ff4f02dfe69abc1a0375d1ea8d8d5cb25609fcc,main,incremental,77.358583,64078865,214753,3,181.70566599999998
large,vLLM,updates,42,3ff4f02dfe69abc1a0375d1ea8d8d5cb25609fcc,current,middle_merge,72.88820899999999,63384504,9924426,9,181.70566599999998
large,vLLM,updates,43,c615b1fd67f5b149c75aea592de8e563cb0c2da9,current,middle_merge,88.676709,63384504,9917787,7,160.487375
large,vLLM,updates,43,c615b1fd67f5b149c75aea592de8e563cb0c2da9,main,incremental,77.52000000000001,64078865,768728,4,160.487375
large,vLLM,updates,44,8b6de0eb9a09ef53f20cf06bd4d17ee264b9c2a7,main,incremental,75.24745800000001,64078865,943063,5,94.861791
large,vLLM,updates,44,8b6de0eb9a09ef53f20cf06bd4d17ee264b9c2a7,current,incremental,64.58574999999999,63384504,10092122,8,94.861791
large,vLLM,updates,45,8340fe1bb99c187ebec08ad03bbe0d06b45d1d40,main,incremental,73.211208,64078865,1053415,6,159.860375
large,vLLM,updates,45,8340fe1bb99c187ebec08ad03bbe0d06b45d1d40,current,incremental,63.533542,63384504,10202474,9,159.860375
large,vLLM,updates,46,31a8a266622781917cef482d01db415cfa3cbd92,current,middle_merge,71.240792,63384504,10359438,8,164.608417
large,vLLM,updates,46,31a8a266622781917cef482d01db415cfa3cbd92,main,incremental,77.912083,64078865,1266184,7,164.608417
large,vLLM,updates,47,07ee97e0230e0ff8759cdc95a1bb09ba2e462720,main,incremental,77.89425,64078865,1292844,8,95.475167
large,vLLM,updates,47,07ee97e0230e0ff8759cdc95a1bb09ba2e462720,current,incremental,62.317584000000004,63384504,10386098,9,95.475167
large,vLLM,updates,48,a69e75b9b6d6a26d90b6790e2eb75b3419a47c16,main,rebuild,840.919792,64157941,0,1,165.88412499999998
large,vLLM,updates,48,a69e75b9b6d6a26d90b6790e2eb75b3419a47c16,current,middle_merge,97.57329200000001,63384504,10215937,7,165.88412499999998
large,vLLM,updates,49,a85d0738da311ce4ad5814787e61a12826e232df,current,incremental,57.701375,63384504,10285412,8,164.89624999999998
large,vLLM,updates,49,a85d0738da311ce4ad5814787e61a12826e232df,main,incremental,74.0595,64157941,69475,2,164.89624999999998
large,vLLM,updates,50,f19431e5c8634cd0d1641d3f7f4a01043f0eddab,main,incremental,75.584,64157941,143374,3,95.71054199999999
large,vLLM,updates,50,f19431e5c8634cd0d1641d3f7f4a01043f0eddab,current,incremental,59.869291999999994,63384504,10359311,9,95.71054199999999
large,vLLM,updates,51,5e729d84eb4c91411172f2245c37cf05579ea5b9,main,incremental,73.644,64157941,260356,4,164.081375
large,vLLM,updates,51,5e729d84eb4c91411172f2245c37cf05579ea5b9,current,middle_merge,73.98858299999999,63384504,10461689,8,164.081375
large,vLLM,updates,52,131e0285f60faad78a13ae79573b7b38ddb52a85,current,incremental,55.778458,63384504,10482721,9,159.538667
large,vLLM,updates,52,131e0285f60faad78a13ae79573b7b38ddb52a85,main,incremental,75.525459,64157941,281388,5,159.538667
large,vLLM,updates,53,6a039f465e3770192085e551f642c7a218797d2d,main,incremental,73.801417,64157941,495550,6,95.6045
large,vLLM,updates,53,6a039f465e3770192085e551f642c7a218797d2d,current,middle_merge,77.734458,63384504,10649302,8,95.6045
large,vLLM,updates,54,99a1ab8e4c9fa21cafdd460ac826a445052ac1eb,main,incremental,77.148083,64157941,555809,7,172.692625
large,vLLM,updates,54,99a1ab8e4c9fa21cafdd460ac826a445052ac1eb,current,incremental,63.197624999999995,63384504,10709561,9,172.692625
large,vLLM,updates,55,8ad2076c4a0e2a7e5ccf5b11455f737430ad12db,current,middle_merge,70.042542,63384504,11216252,9,168.647333
large,vLLM,updates,55,8ad2076c4a0e2a7e5ccf5b11455f737430ad12db,main,incremental,77.781917,64157941,1066127,8,168.647333
large,vLLM,updates,56,761c5861e34edb52c290e3171feb3763732ba8ca,main,rebuild,848.2237500000001,64195838,0,1,97.29525
large,vLLM,updates,56,761c5861e34edb52c290e3171feb3763732ba8ca,current,middle_merge,75.705583,63384504,11385138,9,97.29525
large,vLLM,updates,57,1ff5edb02327583cd9c88f6bda3c485dbd504938,main,incremental,72.91825,64195838,24930,2,166.828333
large,vLLM,updates,57,1ff5edb02327583cd9c88f6bda3c485dbd504938,current,middle_merge,76.931417,63384504,11261490,8,166.828333
large,vLLM,updates,58,8cd95f7de70df6ff15002168a048891c708428fd,current,incremental,62.751209,63384504,11524837,9,157.592625
large,vLLM,updates,58,8cd95f7de70df6ff15002168a048891c708428fd,main,incremental,74.81341699999999,64195838,288277,3,157.592625
large,vLLM,updates,59,701a7444909d1ef1521f71abca56ed3448cc89fb,main,incremental,76.56170800000001,64195838,306190,4,96.447041
large,vLLM,updates,59,701a7444909d1ef1521f71abca56ed3448cc89fb,current,middle_merge,70.63254099999999,63384504,11540975,9,96.447041
large,vLLM,updates,60,a11dfcff8921247c119b9356ae1c4bbd3a7f7f57,main,incremental,74.198708,64195838,331101,5,169.50275000000002
large,vLLM,updates,60,a11dfcff8921247c119b9356ae1c4bbd3a7f7f57,current,middle_merge,68.181625,63384504,11562609,9,169.50275000000002
large,vLLM,updates,61,5690b02c03832a4ac3af231d3ecebe649c188095,current,middle_merge,85.393167,63384504,12134708,8,166.77520800000002
large,vLLM,updates,61,5690b02c03832a4ac3af231d3ecebe649c188095,main,incremental,81.653084,64195838,1155475,6,166.77520800000002
large,vLLM,updates,62,25240513856e9aca9b07e9381f2a4513b6954bd8,main,incremental,74.952333,64195838,1183496,7,93.836708
large,vLLM,updates,62,25240513856e9aca9b07e9381f2a4513b6954bd8,current,incremental,60.998917,63384504,12162729,9,93.836708
large,vLLM,updates,63,3284af6bf1be8429c332bd5fafba579c2d7557da,main,incremental,78.342208,64195838,1332426,8,162.466375
large,vLLM,updates,63,3284af6bf1be8429c332bd5fafba579c2d7557da,current,middle_merge,69.96325,63384504,12306889,9,162.466375
large,vLLM,updates,64,c81ace18596f75660bbc04efc2075a5f17a76791,current,middle_merge,66.587666,63384504,12324927,8,168.951291
large,vLLM,updates,64,c81ace18596f75660bbc04efc2075a5f17a76791,main,rebuild,847.370583,64214568,0,1,168.951291
large,vLLM,updates,65,5093e4844a75f279d1921d7e34ccd23d68529f27,main,incremental,76.200708,64214568,67922,2,90.21829100000001
large,vLLM,updates,65,5093e4844a75f279d1921d7e34ccd23d68529f27,current,incremental,62.595665999999994,63384504,12392849,9,90.21829100000001
large,vLLM,updates,66,784cac7c424db2f2fdc879b672abad7e231f5698,main,incremental,77.81320799999999,64214568,453780,3,158.40875
large,vLLM,updates,66,784cac7c424db2f2fdc879b672abad7e231f5698,current,middle_merge,76.83800000000001,63384504,12760309,9,158.40875
large,vLLM,updates,67,3f41d102c5b8636f7206a5fd5949dd8ae0b30a0d,current,middle_merge,86.017292,63384504,13298537,8,159.227792
large,vLLM,updates,67,3f41d102c5b8636f7206a5fd5949dd8ae0b30a0d,main,incremental,80.651208,64214568,1184501,4,159.227792
large,vLLM,updates,68,8f269a93bbcca6e2737616d76365a5ac771c4d27,main,incremental,78.01454100000001,64214568,1489215,5,98.05737500000001
large,vLLM,updates,68,8f269a93bbcca6e2737616d76365a5ac771c4d27,current,incremental,63.172833,63384504,13603251,9,98.05737500000001
large,vLLM,updates,69,685074cd61d6b8432575d11b38341559992cf9dd,main,incremental,77.868958,64214568,1833728,6,149.829667
large,vLLM,updates,69,685074cd61d6b8432575d11b38341559992cf9dd,current,middle_merge,75.985125,63384504,13898746,9,149.829667
large,vLLM,updates,70,eb74fbb3e7f0a917e93fff90ef68da23dbd2b34b,current,middle_merge,96.250083,63384504,13394269,7,157.069667
large,vLLM,updates,70,eb74fbb3e7f0a917e93fff90ef68da23dbd2b34b,main,incremental,79.871,64214568,2200141,7,157.069667
large,vLLM,updates,71,874df9373dab532543a0229fb2f144f7c14093ae,main,incremental,76.637709,64214568,2277415,8,95.204667
large,vLLM,updates,71,874df9373dab532543a0229fb2f144f7c14093ae,current,incremental,63.84245800000001,63384504,13471543,8,95.204667
large,vLLM,updates,72,8277c42e4c74c5dd604f29b6d938a3456658f247,main,rebuild,860.228375,64266602,0,1,158.069667
large,vLLM,updates,72,8277c42e4c74c5dd604f29b6d938a3456658f247,current,incremental,85.419042,63384504,14824600,9,158.069667
large,vLLM,updates,73,6cbb3c154ef1449d2b3c9131a237f36faa695734,current,middle_merge,66.762291,63384504,14906139,9,161.192417
large,vLLM,updates,73,6cbb3c154ef1449d2b3c9131a237f36faa695734,main,incremental,76.064542,64266602,106945,2,161.192417
large,vLLM,updates,74,385ba6b5b003238e559d9c1f18e0f1984320ee61,main,incremental,77.114041,64266602,543381,3,95.443625
large,vLLM,updates,74,385ba6b5b003238e559d9c1f18e0f1984320ee61,current,middle_merge,79.85529199999999,63384504,15299390,9,95.443625
large,vLLM,updates,75,16328c7a775ff20d17d9750096a094e8cf2b45f2,main,incremental,78.780291,64266602,991290,4,154.849417
large,vLLM,updates,75,16328c7a775ff20d17d9750096a094e8cf2b45f2,current,middle_merge,105.692042,63384504,14862130,7,154.849417
large,vLLM,updates,76,a7f9be9612861d6425738dd0ba1c7fd5805e6c95,current,incremental,62.515125000000005,63384504,15033872,8,157.315333
large,vLLM,updates,76,a7f9be9612861d6425738dd0ba1c7fd5805e6c95,main,incremental,77.19145800000001,64266602,1163032,5,157.315333
large,vLLM,updates,77,ea5f41edd7f157a7c24bc86b59d8ae3b55b6dcf5,main,incremental,76.08095900000001,64266602,1244469,6,96.75366700000001
large,vLLM,updates,77,ea5f41edd7f157a7c24bc86b59d8ae3b55b6dcf5,current,incremental,63.261250000000004,63384504,15115309,9,96.75366700000001
large,vLLM,updates,78,d4ef5e53fcfd5ffa47f213121c7f181468120d8b,main,incremental,76.69404200000001,64266602,1360911,7,162.455917
large,vLLM,updates,78,d4ef5e53fcfd5ffa47f213121c7f181468120d8b,current,middle_merge,76.339583,63384504,15102995,8,162.455917
large,vLLM,updates,79,d87a440f88e28e5b37f9b1e22ce214d0426d5352,current,base_merge,885.153542,64303679,0,1,160.976167
large,vLLM,updates,79,d87a440f88e28e5b37f9b1e22ce214d0426d5352,main,incremental,83.78875,64266602,2281370,8,160.976167
large,vLLM,updates,80,4ee2595512c830b2a0566bbaa9815cf617694171,main,rebuild,866.20675,64282456,0,1,95.214291
large,vLLM,updates,80,4ee2595512c830b2a0566bbaa9815cf617694171,current,incremental,66.909625,64303679,22857,2,95.214291
large,vLLM,updates,81,e962733e08d10f7ca65dac4df99e116460b8b174,main,incremental,77.844292,64282456,234574,2,156.76654200000002
large,vLLM,updates,81,e962733e08d10f7ca65dac4df99e116460b8b174,current,incremental,70.894584,64303679,257431,3,156.76654200000002
large,vLLM,updates,82,8369affa5428ca29a30f378d660fbffbad12e240,current,incremental,60.684374999999996,64303679,375601,4,151.827875
large,vLLM,updates,82,8369affa5428ca29a30f378d660fbffbad12e240,main,incremental,74.770792,64282456,352744,3,151.827875
large,vLLM,updates,83,32601ef7a1ce8aaa6d777778435ec499248906fb,main,incremental,77.726084,64282456,455581,4,95.824792
large,vLLM,updates,83,32601ef7a1ce8aaa6d777778435ec499248906fb,current,incremental,62.748791,64303679,478438,5,95.824792
large,vLLM,updates,84,e473e9036f979d546830aece9855027049faf0ba,main,incremental,74.41933300000001,64282456,702209,5,161.276917
large,vLLM,updates,84,e473e9036f979d546830aece9855027049faf0ba,current,incremental,70.3505,64303679,725066,6,161.276917
large,vLLM,updates,85,2902ca17e335457a0fa214638936d154907a2e18,current,incremental,61.245667,64303679,911409,7,156.799792
large,vLLM,updates,85,2902ca17e335457a0fa214638936d154907a2e18,main,incremental,76.760667,64282456,888552,6,156.799792
large,vLLM,updates,86,7fbd44cbe0a90b9c8fd3a94a0f0401ac4b1bc719,main,incremental,76.89825,64282456,972835,7,95.20812500000001
large,vLLM,updates,86,7fbd44cbe0a90b9c8fd3a94a0f0401ac4b1bc719,current,incremental,66.44254099999999,64303679,995692,8,95.20812500000001
large,vLLM,updates,87,bc96d76aa9946f3af81fabe508ae396088974b98,main,incremental,73.66262499999999,64282456,1010441,8,161.767
large,vLLM,updates,87,bc96d76aa9946f3af81fabe508ae396088974b98,current,incremental,58.209708,64303679,1033298,9,161.767
large,vLLM,updates,88,28e605fb330093fee5a2b98aebc19d9c268c1822,current,middle_merge,67.068917,64303679,1158574,8,161.959291
large,vLLM,updates,88,28e605fb330093fee5a2b98aebc19d9c268c1822,main,rebuild,867.763083,64286063,0,1,161.959291
large,vLLM,updates,89,52bc900d930c279743ef62a27b65c6ff42f1453a,main,incremental,74.779042,64286063,112957,2,96.985417
large,vLLM,updates,89,52bc900d930c279743ef62a27b65c6ff42f1453a,current,incremental,62.813834,64303679,1271531,9,96.985417
large,vLLM,updates,90,7985444339e2ad7e249b88a50081e16e34637dfd,main,incremental,74.455459,64286063,184401,3,166.09650000000002
large,vLLM,updates,90,7985444339e2ad7e249b88a50081e16e34637dfd,current,middle_merge,74.239041,64303679,1292211,7,166.09650000000002
large,vLLM,updates,91,f4eccdadefc6501fafeb1a0bf7f171ff24f984b0,current,incremental,59.551292,64303679,1434592,8,164.667209
large,vLLM,updates,91,f4eccdadefc6501fafeb1a0bf7f171ff24f984b0,main,incremental,74.030625,64286063,326782,4,164.667209
large,vLLM,updates,92,039ea82660621a9668c7d7e81c7144b6f2f75011,main,incremental,77.839917,64286063,773057,5,95.134875
